PSA_ID,Domain,English,Ekegusii
SEC_02967,Security & Safety,Communications Authority of Kenya reminds mobile money users in Mombasa County to verify requests through official channels before acting to avoid mobile money scams.,
SEC_02968,Security & Safety,Directorate of Criminal Investigations urges the public in Kwale County to never share their M-Pesa PIN with anyone following reported cases of identity theft.,
SEC_02969,Security & Safety,IPOA warns residents of Busia County about a rise in identity theft and advises the public to verify requests through official channels before acting.,
SEC_02970,Security & Safety,IPOA warns residents of Nairobi County about a rise in SIM-swap fraud and advises the public to verify requests through official channels before acting.,
SEC_02971,Security & Safety,NPS urges the public in Kakamega County to report suspicious messages to their service provider following reported cases of identity theft.,
SEC_02972,Security & Safety,DPP reminds mobile money users in Garissa County to report suspicious messages to their service provider to avoid SIM-swap fraud.,
SEC_02973,Security & Safety,Notice: DPP issues a cybersecurity alert on phishing messages affecting residents of Migori County.,
SEC_02974,Security & Safety,DCI urges the public in Meru County to report suspicious messages to their service provider following reported cases of SIM-swap fraud.,
SEC_02975,Security & Safety,NTSA warns residents of Marsabit County about a rise in SIM-swap fraud and advises the public to verify requests through official channels before acting.,
SEC_02976,Security & Safety,Notice: DCI issues a cybersecurity alert on identity theft affecting residents of Nakuru County.,
SEC_02977,Security & Safety,NDMA urges the public in Nandi County to never share their M-Pesa PIN with anyone following reported cases of phishing messages.,
SEC_02978,Security & Safety,Kenya Red Cross reminds mobile money users in Laikipia County to report suspicious messages to their service provider to avoid mobile money scams.,
SEC_02979,Security & Safety,Communications Authority of Kenya urges the public in Elgeyo-Marakwet County to report suspicious messages to their service provider following reported cases of fake investment schemes.,
SEC_02980,Security & Safety,Notice: DPP issues a cybersecurity alert on SIM-swap fraud affecting residents of Nyandarua County.,
SEC_02981,Security & Safety,Communications Authority of Kenya warns residents of Isiolo County about a rise in SIM-swap fraud and advises the public to report suspicious messages to their service provider.,
SEC_02982,Security & Safety,Kenya Forest Service urges the public in Taita-Taveta County to verify requests through official channels before acting following reported cases of identity theft.,
SEC_02983,Security & Safety,NDMA urges the public in Busia County to report suspicious messages to their service provider following reported cases of phishing messages.,
SEC_02984,Security & Safety,Notice: NDMA issues a cybersecurity alert on phishing messages affecting residents of Taita-Taveta County.,
SEC_02985,Security & Safety,Notice: NPS issues a cybersecurity alert on SIM-swap fraud affecting residents of Nakuru County.,
SEC_02986,Security & Safety,NTSA reminds mobile money users in Homa Bay County to verify requests through official channels before acting to avoid fake investment schemes.,
SEC_02987,Security & Safety,NTSA urges the public in Bomet County to report suspicious messages to their service provider following reported cases of identity theft.,
SEC_02988,Security & Safety,Notice: DPP issues a cybersecurity alert on fake investment schemes affecting residents of Samburu County.,
SEC_02989,Security & Safety,Kenya Forest Service reminds mobile money users in Kajiado County to verify requests through official channels before acting to avoid mobile money scams.,
SEC_02990,Security & Safety,NDMA reminds mobile money users in Garissa County to verify requests through official channels before acting to avoid identity theft.,
SEC_02991,Security & Safety,Notice: Kenya Red Cross issues a cybersecurity alert on phishing messages affecting residents of Garissa County.,
SEC_02992,Security & Safety,NTSA urges the public in Elgeyo-Marakwet County to report suspicious messages to their service provider following reported cases of SIM-swap fraud.,
SEC_02993,Security & Safety,DPP warns residents of Kilifi County about a rise in phishing messages and advises the public to never share their M-Pesa PIN with anyone.,
SEC_02994,Security & Safety,Kenya Forest Service warns residents of Wajir County about a rise in SIM-swap fraud and advises the public to verify requests through official channels before acting.,
SEC_02995,Security & Safety,Kenya Forest Service warns residents of Tana River County about a rise in phishing messages and advises the public to never share their M-Pesa PIN with anyone.,
SEC_02996,Security & Safety,NDMA warns residents of Migori County about a rise in fake investment schemes and advises the public to report suspicious messages to their service provider.,
SEC_02997,Security & Safety,Notice: Kenya Red Cross issues a cybersecurity alert on fake investment schemes affecting residents of Bungoma County.,
SEC_02998,Security & Safety,Communications Authority of Kenya reminds mobile money users in Makueni County to never share their M-Pesa PIN with anyone to avoid mobile money scams.,
SEC_02999,Security & Safety,Directorate of Criminal Investigations urges the public in Nandi County to report suspicious messages to their service provider following reported cases of phishing messages.,
SEC_03000,Security & Safety,Notice: NDMA issues a cybersecurity alert on mobile money scams affecting residents of Kisii County.,
SEC_03001,Security & Safety,Notice: Kenya Forest Service issues a cybersecurity alert on fake investment schemes affecting residents of Embu County.,
SEC_03002,Security & Safety,Directorate of Criminal Investigations warns residents of Mandera County about a rise in SIM-swap fraud and advises the public to report suspicious messages to their service provider.,
SEC_03003,Security & Safety,NPS warns residents of Nyeri County about a rise in phishing messages and advises the public to never share their M-Pesa PIN with anyone.,
SEC_03004,Security & Safety,Notice: NDMA issues a cybersecurity alert on fake investment schemes affecting residents of Kakamega County.,
SEC_03005,Security & Safety,Notice: Kenya Red Cross issues a cybersecurity alert on identity theft affecting residents of Nandi County.,
SEC_03006,Security & Safety,NTSA reminds mobile money users in Kakamega County to report suspicious messages to their service provider to avoid identity theft.,
SEC_03007,Security & Safety,Kenya Red Cross warns residents of Marsabit County about a rise in fake investment schemes and advises the public to verify requests through official channels before acting.,
SEC_03008,Security & Safety,Directorate of Criminal Investigations warns residents of Isiolo County about a rise in SIM-swap fraud and advises the public to report suspicious messages to their service provider.,
SEC_03009,Security & Safety,NTSA urges the public in Isiolo County to verify requests through official channels before acting following reported cases of identity theft.,
SEC_03010,Security & Safety,IPOA warns residents of Elgeyo-Marakwet County about a rise in mobile money scams and advises the public to verify requests through official channels before acting.,
SEC_03011,Security & Safety,Kenya Forest Service warns residents of Busia County about a rise in SIM-swap fraud and advises the public to verify requests through official channels before acting.,
SEC_03012,Security & Safety,Notice: NDMA issues a cybersecurity alert on fake investment schemes affecting residents of Machakos County.,
SEC_03013,Security & Safety,Kenya Red Cross warns residents of Homa Bay County about a rise in mobile money scams and advises the public to never share their M-Pesa PIN with anyone.,
SEC_03014,Security & Safety,IPOA urges the public in Laikipia County to verify requests through official channels before acting following reported cases of identity theft.,
SEC_03015,Security & Safety,Directorate of Criminal Investigations warns residents of Kisumu County about a rise in fake investment schemes and advises the public to verify requests through official channels before acting.,
SEC_03016,Security & Safety,Notice: DPP issues a cybersecurity alert on phishing messages affecting residents of Baringo County.,
SEC_03017,Security & Safety,NPS reminds mobile money users in Taita-Taveta County to never share their M-Pesa PIN with anyone to avoid mobile money scams.,
GOV_00001,Governance,Council of Governors urges residents of Kitui County to report corruption cases via the toll-free EACC hotline to fight procurement fraud.,
GOV_00002,Governance,Office of the Auditor-General urges residents of Meru County to use the online reporting portal to file a complaint to fight embezzlement of public funds.,
GOV_00003,Governance,Judiciary of Kenya warns public officers in Nandi County against bribery in public offices.,
GOV_00004,Governance,"Office of the Auditor-General reminds the public in Lamu County that reporting abuse of office is free, safe, and confidential.",
GOV_00005,Governance,Office of the Registrar of Political Parties urges residents of Uasin Gishu County to use the online reporting portal to file a complaint to fight procurement fraud.,
GOV_00006,Governance,Notice: Kenya Gazette launches an anti-corruption awareness drive in Kisii County this May.,
GOV_00007,Governance,"ODPP reminds the public in Uasin Gishu County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00008,Governance,"EACC reminds the public in West Pokot County that reporting procurement fraud is free, safe, and confidential.",
GOV_00009,Governance,Office of the Registrar of Political Parties urges residents of Busia County to use the online reporting portal to file a complaint to fight procurement fraud.,
GOV_00010,Governance,Notice: OGP launches an anti-corruption awareness drive in Kakamega County this February.,
GOV_00011,Governance,"EACC reminds the public in Turkana County that reporting abuse of office is free, safe, and confidential.",
GOV_00012,Governance,"KRA reminds the public in Nyamira County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00013,Governance,EACC warns public officers in Embu County against abuse of office.,
GOV_00014,Governance,OGP warns public officers in Tharaka-Nithi County against bribery in public offices.,
GOV_00015,Governance,Notice: Council of Governors launches an anti-corruption awareness drive in Isiolo County this March.,
GOV_00016,Governance,"Office of the Auditor-General reminds the public in Mandera County that reporting procurement fraud is free, safe, and confidential.",
GOV_00017,Governance,Notice: Kenya Gazette launches an anti-corruption awareness drive in Homa Bay County this June.,
GOV_00018,Governance,"OGP reminds the public in Makueni County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00019,Governance,Notice: Huduma Kenya launches an anti-corruption awareness drive in Baringo County this June.,
GOV_00020,Governance,"Commission on Administrative Justice (Ombudsman) reminds the public in Kitui County that reporting procurement fraud is free, safe, and confidential.",
GOV_00021,Governance,Commission on Administrative Justice (Ombudsman) urges residents of Bungoma County to use the online reporting portal to file a complaint to fight bribery in public offices.,
GOV_00022,Governance,Judiciary of Kenya warns public officers in Mombasa County against abuse of office.,
GOV_00023,Governance,ODPP urges residents of Tharaka-Nithi County to demand service delivery without paying bribes to fight bribery in public offices.,
GOV_00024,Governance,Notice: IEBC launches an anti-corruption awareness drive in Marsabit County this May.,
GOV_00025,Governance,Notice: Huduma Kenya launches an anti-corruption awareness drive in Narok County this April.,
GOV_00026,Governance,Huduma Kenya urges residents of Kiambu County to demand service delivery without paying bribes to fight bribery in public offices.,
GOV_00027,Governance,"ODPP reminds the public in Nakuru County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00028,Governance,"Commission on Administrative Justice (Ombudsman) reminds the public in Nyandarua County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00029,Governance,Notice: EACC launches an anti-corruption awareness drive in Kwale County this November.,
GOV_00030,Governance,Notice: ODPP launches an anti-corruption awareness drive in Samburu County this October.,
GOV_00031,Governance,Office of the Auditor-General warns public officers in Uasin Gishu County against procurement fraud.,
GOV_00032,Governance,ODPP warns public officers in Nairobi County against procurement fraud.,
GOV_00033,Governance,Judiciary of Kenya warns public officers in Migori County against abuse of office.,
GOV_00034,Governance,"E-Citizen reminds the public in Nakuru County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00035,Governance,Huduma Kenya warns public officers in Homa Bay County against embezzlement of public funds.,
GOV_00036,Governance,Commission on Administrative Justice (Ombudsman) warns public officers in Meru County against embezzlement of public funds.,
GOV_00037,Governance,"IEBC reminds the public in Taita-Taveta County that reporting procurement fraud is free, safe, and confidential.",
GOV_00038,Governance,KRA urges residents of Nandi County to use the online reporting portal to file a complaint to fight procurement fraud.,
GOV_00039,Governance,Commission on Administrative Justice (Ombudsman) warns public officers in Laikipia County against embezzlement of public funds.,
GOV_00040,Governance,Judiciary of Kenya urges residents of Bungoma County to use the online reporting portal to file a complaint to fight bribery in public offices.,
GOV_00041,Governance,Notice: EACC launches an anti-corruption awareness drive in Kirinyaga County this December.,
GOV_00042,Governance,Council of Governors warns public officers in Elgeyo-Marakwet County against embezzlement of public funds.,
GOV_00043,Governance,SHA urges residents of Embu County to use the online reporting portal to file a complaint to fight abuse of office.,
GOV_00044,Governance,Notice: OGP launches an anti-corruption awareness drive in Marsabit County this July.,
GOV_00045,Governance,KRA urges residents of Uasin Gishu County to report corruption cases via the toll-free EACC hotline to fight procurement fraud.,
GOV_00046,Governance,Office of the Registrar of Political Parties warns public officers in Murang'a County against embezzlement of public funds.,
GOV_00047,Governance,Judiciary of Kenya urges residents of Taita-Taveta County to demand service delivery without paying bribes to fight embezzlement of public funds.,
GOV_00048,Governance,Commission on Administrative Justice (Ombudsman) urges residents of West Pokot County to use the online reporting portal to file a complaint to fight procurement fraud.,
GOV_00049,Governance,"ODPP reminds the public in Nairobi County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00050,Governance,Kenya Gazette urges residents of Narok County to demand service delivery without paying bribes to fight bribery in public offices.,
GOV_00051,Governance,Office of the Auditor-General urges residents of Tana River County to demand service delivery without paying bribes to fight procurement fraud.,
GOV_00052,Governance,OGP warns public officers in Nairobi County against bribery in public offices.,
GOV_00053,Governance,ODPP urges residents of Tana River County to report corruption cases via the toll-free EACC hotline to fight embezzlement of public funds.,
GOV_00054,Governance,KRA urges residents of Kisumu County to use the online reporting portal to file a complaint to fight procurement fraud.,
GOV_00055,Governance,Notice: Commission on Administrative Justice (Ombudsman) launches an anti-corruption awareness drive in Kakamega County this June.,
GOV_00056,Governance,OGP urges residents of Migori County to report corruption cases via the toll-free EACC hotline to fight procurement fraud.,
GOV_00057,Governance,ODPP warns public officers in Marsabit County against bribery in public offices.,
GOV_00058,Governance,"Office of the Auditor-General reminds the public in West Pokot County that reporting procurement fraud is free, safe, and confidential.",
GOV_00059,Governance,"Office of the Auditor-General reminds the public in Kakamega County that reporting abuse of office is free, safe, and confidential.",
GOV_00060,Governance,EACC urges residents of Kisii County to use the online reporting portal to file a complaint to fight procurement fraud.,
GOV_00061,Governance,SHA warns public officers in Laikipia County against embezzlement of public funds.,
GOV_00062,Governance,"Huduma Kenya reminds the public in Bomet County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00063,Governance,Kenya Gazette warns public officers in Isiolo County against embezzlement of public funds.,
GOV_00064,Governance,Commission on Administrative Justice (Ombudsman) urges residents of Bomet County to report corruption cases via the toll-free EACC hotline to fight abuse of office.,
GOV_00065,Governance,"Office of the Registrar of Political Parties reminds the public in Samburu County that reporting abuse of office is free, safe, and confidential.",
GOV_00066,Governance,Judiciary of Kenya urges residents of Makueni County to use the online reporting portal to file a complaint to fight abuse of office.,
GOV_00067,Governance,Council of Governors warns public officers in Baringo County against procurement fraud.,
GOV_00068,Governance,E-Citizen urges residents of Marsabit County to use the online reporting portal to file a complaint to fight embezzlement of public funds.,
GOV_00069,Governance,Judiciary of Kenya urges residents of Migori County to use the online reporting portal to file a complaint to fight abuse of office.,
GOV_00070,Governance,Office of the Registrar of Political Parties urges residents of Narok County to report corruption cases via the toll-free EACC hotline to fight embezzlement of public funds.,
GOV_00071,Governance,ODPP urges residents of Vihiga County to report corruption cases via the toll-free EACC hotline to fight bribery in public offices.,
GOV_00072,Governance,"IEBC reminds the public in Mombasa County that reporting abuse of office is free, safe, and confidential.",
GOV_00073,Governance,"Commission on Administrative Justice (Ombudsman) reminds the public in Embu County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00074,Governance,Notice: EACC launches an anti-corruption awareness drive in Vihiga County this December.,
GOV_00075,Governance,SHA urges residents of Lamu County to use the online reporting portal to file a complaint to fight embezzlement of public funds.,
GOV_00076,Governance,Office of the Auditor-General warns public officers in Tharaka-Nithi County against abuse of office.,
GOV_00077,Governance,Huduma Kenya urges residents of Nyandarua County to report corruption cases via the toll-free EACC hotline to fight abuse of office.,
GOV_00078,Governance,Notice: Judiciary of Kenya launches an anti-corruption awareness drive in Machakos County this March.,
GOV_00079,Governance,EACC warns public officers in Vihiga County against bribery in public offices.,
GOV_00080,Governance,"OGP reminds the public in Kajiado County that reporting abuse of office is free, safe, and confidential.",
GOV_00081,Governance,SHA urges residents of Uasin Gishu County to use the online reporting portal to file a complaint to fight embezzlement of public funds.,
GOV_00082,Governance,"Commission on Administrative Justice (Ombudsman) reminds the public in Uasin Gishu County that reporting abuse of office is free, safe, and confidential.",
GOV_00083,Governance,Kenya Gazette urges residents of Kajiado County to use the online reporting portal to file a complaint to fight bribery in public offices.,
GOV_00084,Governance,Office of the Auditor-General warns public officers in Mandera County against bribery in public offices.,
GOV_00085,Governance,"Huduma Kenya reminds the public in Mombasa County that reporting abuse of office is free, safe, and confidential.",
GOV_00086,Governance,OGP warns public officers in Homa Bay County against bribery in public offices.,
GOV_00087,Governance,Office of the Auditor-General urges residents of Laikipia County to report corruption cases via the toll-free EACC hotline to fight procurement fraud.,
GOV_00088,Governance,KRA warns public officers in Nairobi County against abuse of office.,
GOV_00089,Governance,OGP urges residents of Murang'a County to use the online reporting portal to file a complaint to fight abuse of office.,
GOV_00090,Governance,"Kenya Gazette reminds the public in Turkana County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00091,Governance,"Council of Governors reminds the public in Nakuru County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00092,Governance,E-Citizen urges residents of Nyeri County to demand service delivery without paying bribes to fight embezzlement of public funds.,
GOV_00093,Governance,Notice: SHA launches an anti-corruption awareness drive in Laikipia County this February.,
GOV_00094,Governance,"ODPP reminds the public in Migori County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00095,Governance,SHA urges residents of Tana River County to demand service delivery without paying bribes to fight bribery in public offices.,
GOV_00096,Governance,Notice: Commission on Administrative Justice (Ombudsman) launches an anti-corruption awareness drive in Wajir County this February.,
GOV_00097,Governance,Notice: Kenya Gazette launches an anti-corruption awareness drive in Taita-Taveta County this February.,
GOV_00098,Governance,EACC urges residents of Nyeri County to report corruption cases via the toll-free EACC hotline to fight bribery in public offices.,
GOV_00099,Governance,"SHA reminds the public in West Pokot County that reporting abuse of office is free, safe, and confidential.",
GOV_00100,Governance,Kenya Gazette warns public officers in Isiolo County against bribery in public offices.,
GOV_00101,Governance,SHA urges residents of Nyandarua County to report corruption cases via the toll-free EACC hotline to fight bribery in public offices.,
GOV_00102,Governance,"Council of Governors reminds the public in Elgeyo-Marakwet County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00103,Governance,Huduma Kenya warns public officers in Samburu County against bribery in public offices.,
GOV_00104,Governance,"Huduma Kenya reminds the public in Garissa County that reporting procurement fraud is free, safe, and confidential.",
GOV_00105,Governance,Kenya Gazette warns public officers in Siaya County against abuse of office.,
GOV_00106,Governance,Kenya Gazette warns public officers in Migori County against bribery in public offices.,
GOV_00107,Governance,KRA urges residents of Busia County to demand service delivery without paying bribes to fight procurement fraud.,
GOV_00108,Governance,Commission on Administrative Justice (Ombudsman) warns public officers in Nandi County against bribery in public offices.,
GOV_00109,Governance,Notice: EACC launches an anti-corruption awareness drive in Mombasa County this November.,
GOV_00110,Governance,Notice: Huduma Kenya launches an anti-corruption awareness drive in Kitui County this January.,
GOV_00111,Governance,ODPP urges residents of Kajiado County to report corruption cases via the toll-free EACC hotline to fight bribery in public offices.,
GOV_00112,Governance,OGP urges residents of Taita-Taveta County to use the online reporting portal to file a complaint to fight abuse of office.,
GOV_00113,Governance,"Judiciary of Kenya reminds the public in Siaya County that reporting abuse of office is free, safe, and confidential.",
GOV_00114,Governance,"IEBC reminds the public in Nyandarua County that reporting abuse of office is free, safe, and confidential.",
GOV_00115,Governance,Office of the Registrar of Political Parties warns public officers in Baringo County against abuse of office.,
GOV_00116,Governance,"SHA reminds the public in Murang'a County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00117,Governance,"Judiciary of Kenya reminds the public in Vihiga County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00118,Governance,Office of the Registrar of Political Parties urges residents of Nandi County to report corruption cases via the toll-free EACC hotline to fight procurement fraud.,
GOV_00119,Governance,Notice: Council of Governors launches an anti-corruption awareness drive in Mombasa County this January.,
GOV_00120,Governance,Notice: EACC launches an anti-corruption awareness drive in Busia County this June.,
GOV_00121,Governance,Commission on Administrative Justice (Ombudsman) urges residents of Taita-Taveta County to report corruption cases via the toll-free EACC hotline to fight bribery in public offices.,
GOV_00122,Governance,Huduma Kenya urges residents of Samburu County to demand service delivery without paying bribes to fight bribery in public offices.,
GOV_00123,Governance,E-Citizen urges residents of Kisii County to use the online reporting portal to file a complaint to fight embezzlement of public funds.,
GOV_00124,Governance,Kenya Gazette warns public officers in Nairobi County against embezzlement of public funds.,
GOV_00125,Governance,Notice: SHA launches an anti-corruption awareness drive in Kisii County this September.,
GOV_00126,Governance,"SHA reminds the public in Kisumu County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00127,Governance,"Kenya Gazette reminds the public in Kirinyaga County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00128,Governance,Kenya Gazette urges residents of Samburu County to use the online reporting portal to file a complaint to fight embezzlement of public funds.,
GOV_00129,Governance,"Office of the Auditor-General reminds the public in Nyandarua County that reporting abuse of office is free, safe, and confidential.",
GOV_00130,Governance,Council of Governors urges residents of West Pokot County to demand service delivery without paying bribes to fight procurement fraud.,
GOV_00131,Governance,SHA warns public officers in Baringo County against bribery in public offices.,
GOV_00132,Governance,"SHA reminds the public in Kakamega County that reporting procurement fraud is free, safe, and confidential.",
GOV_00133,Governance,ODPP warns public officers in Kwale County against bribery in public offices.,
GOV_00134,Governance,IEBC warns public officers in Homa Bay County against abuse of office.,
GOV_00135,Governance,Huduma Kenya urges residents of Kisii County to report corruption cases via the toll-free EACC hotline to fight procurement fraud.,
GOV_00136,Governance,EACC urges residents of Nandi County to demand service delivery without paying bribes to fight embezzlement of public funds.,
GOV_00137,Governance,Office of the Auditor-General warns public officers in Nandi County against bribery in public offices.,
GOV_00138,Governance,Notice: SHA launches an anti-corruption awareness drive in Bomet County this October.,
GOV_00139,Governance,"KRA reminds the public in Turkana County that reporting abuse of office is free, safe, and confidential.",
GOV_00140,Governance,SHA urges residents of Kirinyaga County to demand service delivery without paying bribes to fight bribery in public offices.,
GOV_00141,Governance,EACC warns public officers in Isiolo County against abuse of office.,
GOV_00142,Governance,Council of Governors warns public officers in Samburu County against abuse of office.,
GOV_00143,Governance,Commission on Administrative Justice (Ombudsman) urges residents of Elgeyo-Marakwet County to demand service delivery without paying bribes to fight embezzlement of public funds.,
GOV_00144,Governance,Huduma Kenya warns public officers in Garissa County against embezzlement of public funds.,
GOV_00145,Governance,EACC urges residents of Wajir County to demand service delivery without paying bribes to fight bribery in public offices.,
GOV_00146,Governance,EACC urges residents of Kajiado County to use the online reporting portal to file a complaint to fight bribery in public offices.,
GOV_00147,Governance,Notice: Commission on Administrative Justice (Ombudsman) launches an anti-corruption awareness drive in Kajiado County this October.,
GOV_00148,Governance,"SHA reminds the public in West Pokot County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00149,Governance,Commission on Administrative Justice (Ombudsman) warns public officers in Vihiga County against embezzlement of public funds.,
GOV_00150,Governance,"Council of Governors reminds the public in Nairobi County that reporting procurement fraud is free, safe, and confidential.",
GOV_00151,Governance,Notice: Huduma Kenya launches an anti-corruption awareness drive in Uasin Gishu County this February.,
GOV_00152,Governance,Notice: IEBC launches an anti-corruption awareness drive in Nyamira County this December.,
GOV_00153,Governance,"Office of the Auditor-General reminds the public in Turkana County that reporting abuse of office is free, safe, and confidential.",
GOV_00154,Governance,KRA urges residents of Kajiado County to use the online reporting portal to file a complaint to fight bribery in public offices.,
GOV_00155,Governance,Commission on Administrative Justice (Ombudsman) warns public officers in Homa Bay County against procurement fraud.,
GOV_00156,Governance,KRA urges residents of Makueni County to report corruption cases via the toll-free EACC hotline to fight abuse of office.,
GOV_00157,Governance,"Office of the Registrar of Political Parties reminds the public in Bungoma County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00158,Governance,Notice: Office of the Auditor-General launches an anti-corruption awareness drive in Mandera County this February.,
GOV_00159,Governance,EACC urges residents of Nyamira County to use the online reporting portal to file a complaint to fight procurement fraud.,
GOV_00160,Governance,"IEBC reminds the public in Kakamega County that reporting abuse of office is free, safe, and confidential.",
GOV_00161,Governance,IEBC urges residents of Machakos County to demand service delivery without paying bribes to fight embezzlement of public funds.,
GOV_00162,Governance,Notice: KRA launches an anti-corruption awareness drive in Homa Bay County this October.,
GOV_00163,Governance,EACC urges residents of Kirinyaga County to demand service delivery without paying bribes to fight abuse of office.,
GOV_00164,Governance,Notice: OGP launches an anti-corruption awareness drive in Mombasa County this March.,
GOV_00165,Governance,Notice: Huduma Kenya launches an anti-corruption awareness drive in Bomet County this August.,
GOV_00166,Governance,Commission on Administrative Justice (Ombudsman) urges residents of Bungoma County to use the online reporting portal to file a complaint to fight abuse of office.,
GOV_00167,Governance,ODPP urges residents of Migori County to demand service delivery without paying bribes to fight bribery in public offices.,
GOV_00168,Governance,Office of the Auditor-General warns public officers in Trans Nzoia County against bribery in public offices.,
GOV_00169,Governance,Kenya Gazette urges residents of Tharaka-Nithi County to demand service delivery without paying bribes to fight embezzlement of public funds.,
GOV_00170,Governance,"E-Citizen reminds the public in Mandera County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00171,Governance,E-Citizen urges residents of Kisii County to demand service delivery without paying bribes to fight embezzlement of public funds.,
GOV_00172,Governance,EACC warns public officers in Baringo County against embezzlement of public funds.,
GOV_00173,Governance,Notice: ODPP launches an anti-corruption awareness drive in Bungoma County this July.,
GOV_00174,Governance,Notice: Commission on Administrative Justice (Ombudsman) launches an anti-corruption awareness drive in Meru County this December.,
GOV_00175,Governance,Office of the Registrar of Political Parties warns public officers in Garissa County against abuse of office.,
GOV_00176,Governance,Kenya Gazette warns public officers in Kericho County against bribery in public offices.,
GOV_00177,Governance,Notice: EACC launches an anti-corruption awareness drive in Kisii County this March.,
GOV_00178,Governance,Notice: Council of Governors launches an anti-corruption awareness drive in Isiolo County this August.,
GOV_00179,Governance,IEBC warns public officers in West Pokot County against embezzlement of public funds.,
GOV_00180,Governance,Notice: Council of Governors launches an anti-corruption awareness drive in Kilifi County this June.,
GOV_00181,Governance,ODPP warns public officers in Makueni County against bribery in public offices.,
GOV_00182,Governance,Huduma Kenya warns public officers in Kajiado County against abuse of office.,
GOV_00183,Governance,EACC urges residents of Kitui County to use the online reporting portal to file a complaint to fight bribery in public offices.,
GOV_00184,Governance,"Kenya Gazette reminds the public in Baringo County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00185,Governance,Notice: KRA launches an anti-corruption awareness drive in Nyamira County this February.,
GOV_00186,Governance,Notice: ODPP launches an anti-corruption awareness drive in Kwale County this February.,
GOV_00187,Governance,"Judiciary of Kenya reminds the public in Busia County that reporting abuse of office is free, safe, and confidential.",
GOV_00188,Governance,"Kenya Gazette reminds the public in Meru County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00189,Governance,Notice: IEBC launches an anti-corruption awareness drive in Nyeri County this July.,
GOV_00190,Governance,"Judiciary of Kenya reminds the public in Laikipia County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00191,Governance,"SHA reminds the public in Turkana County that reporting procurement fraud is free, safe, and confidential.",
GOV_00192,Governance,"E-Citizen reminds the public in Homa Bay County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00193,Governance,"Office of the Auditor-General reminds the public in Tana River County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00194,Governance,"Judiciary of Kenya reminds the public in Murang'a County that reporting abuse of office is free, safe, and confidential.",
GOV_00195,Governance,Commission on Administrative Justice (Ombudsman) warns public officers in Narok County against procurement fraud.,
GOV_00196,Governance,"KRA reminds the public in Lamu County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00197,Governance,Notice: Judiciary of Kenya launches an anti-corruption awareness drive in Bungoma County this July.,
GOV_00198,Governance,EACC warns public officers in Nakuru County against procurement fraud.,
GOV_00199,Governance,SHA urges residents of Laikipia County to use the online reporting portal to file a complaint to fight bribery in public offices.,
GOV_00200,Governance,OGP urges residents of Nairobi County to demand service delivery without paying bribes to fight abuse of office.,
GOV_00201,Governance,E-Citizen warns public officers in Lamu County against bribery in public offices.,
GOV_00202,Governance,Notice: EACC launches an anti-corruption awareness drive in Taita-Taveta County this January.,
GOV_00203,Governance,"OGP reminds the public in Turkana County that reporting procurement fraud is free, safe, and confidential.",
GOV_00204,Governance,Notice: Huduma Kenya launches an anti-corruption awareness drive in Kisii County this July.,
GOV_00205,Governance,"EACC reminds the public in Tana River County that reporting bribery in public offices is free, safe, and confidential.",
GOV_00206,Governance,"Kenya Gazette reminds the public in Kwale County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00207,Governance,Notice: Council of Governors launches an anti-corruption awareness drive in Kwale County this January.,
GOV_00208,Governance,SHA urges residents of Makueni County to report corruption cases via the toll-free EACC hotline to fight abuse of office.,
GOV_00209,Governance,Notice: e-Citizen launches an anti-corruption awareness drive in Samburu County this November.,
GOV_00210,Governance,"IEBC reminds the public in West Pokot County that reporting embezzlement of public funds is free, safe, and confidential.",
GOV_00211,Governance,"Huduma Kenya reminds the public in West Pokot County that reporting procurement fraud is free, safe, and confidential.",
GOV_00212,Governance,"IEBC reminds the public in Isiolo County that reporting embezzlement of public funds is free, safe, and confidential.",
