PSA_ID,Domain,Sub_Category,English,Kiswahili,Target_Language,Source,Date,Metadata
HEALTH_170,Health,,"WHO approves second malaria jab for children, to cost as low as Sh300","WHO yaidhinisha chanjo ya pili ya malaria kwa watoto, kuwa na gharama ya chini ya Sh300",,https://nation.africa/kenya/health/who-approves-second-malaria-jab-for-children-to-cost-as-low-as-sh300-4475816,,original_id=1448; class=extracted_from_class_dataset
HEALTH_171,Health,,"Womens mental health can be influenced by hormonal changes related to the menstrual cycle, pregnancy, and menopause. Substance use can disrupt these hormonal balances, potentially intensifying mental health symptoms","Afya ya akili ya wanawake inaweza kuathiriwa na mabadiliko ya homoni yanayohusiana na mzunguko wa hedhi, ujauzito, na kukoma hedhi. Matumizi ya dawa za kulevya yanaweza kuvuruga mizania hii ya homoni, na hivyo kuongeza dalili za afya ya akili.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC12079463/,,original_id=1449; class=extracted_from_class_dataset
HEALTH_172,Health,,"Long-term substance use can impair cognitive functions such as memory and decision-making, which can further complicate mental health issues and affect daily functioning","Matumizi ya dawa za kulevya kwa muda mrefu yanaweza kuathiri utendaji kazi wa utambuzi kama vile kumbukumbu na kufanya maamuzi, ambayo yanaweza kuzidisha matatizo ya afya ya akili na kuathiri utendaji kazi wa kila siku.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC6599555/,,original_id=1450; class=extracted_from_class_dataset
HEALTH_173,Health,,"Goal-setting is subjective. It is important to create goals that make sense for you during your recovery journey. If you need assistance in creating realistic and achievable goals, reach out to your mentor, peer, or another mental health professional for guidance and tips","Kuweka malengo ni jambo la kibinafsi. Ni muhimu kuunda malengo yanayokufaa wakati wa safari yako ya kupona. Ikiwa unahitaji usaidizi katika kuunda malengo halisi na yanayoweza kufikiwa, wasiliana na mshauri wako, mwenzako, au mtaalamu mwingine wa afya ya akili kwa mwongozo na vidokezo.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC6796229/,,original_id=1452; class=extracted_from_class_dataset
HEALTH_174,Health,,"Look at your family history of mental illness and addiction, several studies have shown that this disease tends to run in the family, but can be prevented. The more you are aware of your biological, environmental and physical risk factors the more likely you are to overcome them","Angalia historia ya familia yako ya ugonjwa wa akili na uraibu, tafiti kadhaa zimeonyesha kuwa ugonjwa huu huwa unaenea katika familia, lakini unaweza kuzuiwa. Kadiri unavyofahamu zaidi mambo yako ya hatari ya kibiolojia, kimazingira na kimwili, ndivyo unavyozidi kuwa na uwezekano wa kuyashinda.",,https://www.facebook.com/MinistryofHealthTT/posts/did-you-knowsubstance-dependency-is-a-brain-disorder-that-alters-brain-structure/1393162582847601/,,original_id=1453; class=extracted_from_class_dataset
HEALTH_175,Health,,"Develop routines for nutrition, exercise, and sleep. This promotes physical and mental health, contributing to a balanced lifestyle.","Tengeneza utaratibu wa lishe, mazoezi, na usingizi. Hii inakuza afya ya kimwili na kiakili, na kuchangia mtindo wa maisha wenye usawa.",,https://arua-ncd.org/wp-content/uploads/2022/10/National-Physical-Activity-Action-Plan.pdf,,original_id=1454; class=extracted_from_class_dataset
HEALTH_176,Health,,Expectant mothers are urged to start antenatal care visits during the first trimester of pregnancy to monitor both mother and babys health. Early check-ups help identify risks and ensure safe delivery.,Akina mama wajawazito wanahimizwa kuanza ziara za utunzaji wa ujauzito wakati wa miezi mitatu ya kwanza ya ujauzito ili kufuatilia afya ya mama na mtoto. Uchunguzi wa mapema husaidia kutambua hatari na kuhakikisha kujifungua salama.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13019848/,,original_id=1455; class=extracted_from_class_dataset
HEALTH_177,Health,,Health centers are offering free iron and folic acid supplements to all pregnant women to prevent anemia and birth defects. Visit your nearest facility today.,Vituo vya afya vinatoa virutubisho vya chuma na foliki bila malipo kwa wanawake wote wajawazito ili kuzuia upungufu wa damu na kasoro za kuzaliwa. Tembelea kituo kilicho karibu nawe leo.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12316296/,,original_id=1456; class=extracted_from_class_dataset
HEALTH_178,Health,,All deliveries should be conducted by skilled birth attendants at health facilities. This ensures safer births and immediate care in case of complications.,Uzazi wote unapaswa kufanywa na wakunga wenye ujuzi katika vituo vya afya. Hii inahakikisha uzazi salama na huduma ya haraka iwapo kutatokea matatizo.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC3001150/,,original_id=1457; class=extracted_from_class_dataset
HEALTH_179,Health,,Mothers are advised to exclusively breastfeed their babies for the first six months without giving water or food. Breastmilk provides all the nutrients and protection a baby needs.,Akina mama wanashauriwa kuwanyonyesha watoto wao pekee kwa miezi sita ya kwanza bila kuwapa maji au chakula. Maziwa ya mama hutoa virutubisho na ulinzi wote ambao mtoto anahitaji.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC4845378/,,original_id=1458; class=extracted_from_class_dataset
HEALTH_180,Health,,"All pregnant women are encouraged to create a birth preparedness plan including identifying a health facility, arranging transport, and saving funds.","Wanawake wote wajawazito wanahimizwa kuunda mpango wa maandalizi ya kujifungua ikiwa ni pamoja na kutambua kituo cha afya, kupanga usafiri, na kuweka akiba ya fedha.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC12512207/,,original_id=1459; class=extracted_from_class_dataset
HEALTH_181,Health,,"Caregivers should follow the national immunization schedule to protect children against deadly diseases such as measles, polio, and tuberculosis.","Walezi wanapaswa kufuata ratiba ya kitaifa ya chanjo ili kuwalinda watoto dhidi ya magonjwa hatari kama vile surua, polio, na kifua kikuu.",,https://www.instagram.com/p/DXuLcEzj9SA/,,original_id=1460; class=extracted_from_class_dataset
HEALTH_182,Health,,"For low birth weight babies, Kangaroo Mother Care  skin-to-skin contact  is recommended to regulate body temperature, improve breastfeeding, and boost survival.","Kwa watoto waliozaliwa na uzito mdogo, Huduma ya Mama ya Kangaroo - mguso wa ngozi kwa ngozi - unapendekezwa ili kudhibiti joto la mwili, kuboresha unyonyeshaji, na kuongeza maisha.",,https://www.who.int/tools/elena/interventions/kangaroo-care-infants,,original_id=1461; class=extracted_from_class_dataset
HEALTH_183,Health,,"Pregnant women should seek immediate care if they experience severe headaches, swelling, blurred vision, or bleeding. These may be signs of serious complications.","Wanawake wajawazito wanapaswa kutafuta huduma ya haraka ikiwa watapata maumivu makali ya kichwa, uvimbe, kutoona vizuri, au kutokwa na damu. Hizi zinaweza kuwa ishara za matatizo makubwa.",,https://www.facebook.com/WHO/posts/health-comes-first-if-you-experience-any-of-these-symptoms-during-pregnancy-seek/1104252085067514/,,original_id=1462; class=extracted_from_class_dataset
HEALTH_184,Health,,Mothers and newborns should attend postnatal check-ups within 48 hours after birth to detect any complications and promote healthy recovery.,Akina mama na watoto wachanga wanapaswa kuhudhuria uchunguzi wa baada ya kujifungua ndani ya saa 48 baada ya kujifungua ili kugundua matatizo yoyote na kukuza afya njema.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11600649/,,original_id=1463; class=extracted_from_class_dataset
HEALTH_185,Health,,"Pregnant women are encouraged to sleep under insecticide-treated nets and take preventive medication to avoid malaria, which poses risks to both mother and baby.","Wanawake wajawazito wanahimizwa kulala chini ya vyandarua vilivyotibiwa na dawa za kuua wadudu na kutumia dawa za kuzuia malaria ili kuepuka malaria, ambayo inahatarisha maisha ya mama na mtoto.",,https://pubmed.ncbi.nlm.nih.gov/20499780/,,original_id=1464; class=extracted_from_class_dataset
HEALTH_186,Health,,Men are encouraged to accompany their partners to antenatal clinics and support them during pregnancy and after childbirth. Male involvement improves outcomes.,Wanaume wanahimizwa kuandamana na wenzi wao kwenye kliniki za ujauzito na kuwasaidia wakati wa ujauzito na baada ya kujifungua. Ushiriki wa wanaume huboresha matokeo.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC5933283/,,original_id=1465; class=extracted_from_class_dataset
HEALTH_187,Health,,"Pregnant women should consume a balanced diet rich in iron, protein, and vitamins to support fetal development and maternal health.","Wanawake wajawazito wanapaswa kula lishe bora yenye madini ya chuma, protini, na vitamini ili kusaidia ukuaji wa fetasi na afya ya mama.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC7926714/,,original_id=1466; class=extracted_from_class_dataset
HEALTH_188,Health,,Children aged 1 to 5 should be dewormed every six months to prevent worm infections that can lead to malnutrition and stunted growth.,Watoto wenye umri wa miaka 1 hadi 5 wanapaswa kusafishwa minyoo kila baada ya miezi sita ili kuzuia maambukizi ya minyoo ambayo yanaweza kusababisha utapiamlo na ukuaji wa kudumaa.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC6737502/,,original_id=1467; class=extracted_from_class_dataset
HEALTH_189,Health,,Caregivers are advised to keep the umbilical cord clean and dry. Do not apply substances like ash or herbs as they may cause infections.,Walezi wanashauriwa kuweka kitovu kikiwa safi na kikavu. Usipake vitu kama majivu au mimea kwani vinaweza kusababisha maambukizi.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12067492/,,original_id=1468; class=extracted_from_class_dataset
HEALTH_190,Health,,"Communities should educate and support adolescents to avoid early pregnancies through life skills, counseling, and access to reproductive health services.","Jamii zinapaswa kuwaelimisha na kuwasaidia vijana kuepuka mimba za mapema kupitia ujuzi wa maisha, ushauri nasaha, na upatikanaji wa huduma za afya ya uzazi.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC5937539/,,original_id=1469; class=extracted_from_class_dataset
HEALTH_191,Health,,Children under five should receive vitamin A drops every six months to boost immunity and reduce child mortality.,Watoto walio chini ya miaka mitano wanapaswa kupokea matone ya vitamini A kila baada ya miezi sita ili kuongeza kinga na kupunguza vifo vya watoto.,,https://www.facebook.com/UNICEFMw/posts/vitamin-a-supplements-enhance-immunity-growth-and-development-in-children-they-a/804478965197205/,,original_id=1470; class=extracted_from_class_dataset
HEALTH_192,Health,,Some cultural practices during pregnancy and childbirth may endanger lives. Communities are urged to adopt evidence-based health practices.,Baadhi ya desturi za kitamaduni wakati wa ujauzito na kujifungua zinaweza kuhatarisha maisha. Jamii zinahimizwa kufuata desturi za kiafya zinazotegemea ushahidi.,,https://www.ovid.com/journals/ijoch/fulltext/10.1891/ijc-2021-0008~cultural-practices-during-pregnancy-and-birth-among-the,,original_id=1471; class=extracted_from_class_dataset
HEALTH_193,Health,,"Caregivers should wash hands with soap before handling babies, after changing diapers, and before feeding to prevent infections.","Walezi wanapaswa kunawa mikono kwa sabuni kabla ya kuwashughulikia watoto, baada ya kubadilisha nepi, na kabla ya kuwalisha ili kuzuia maambukizi.",,https://www.unicef.org/kenya/stories/everything-you-need-know-about-washing-your-hands-protect-against-coronavirus-covid-19,,original_id=1472; class=extracted_from_class_dataset
HEALTH_194,Health,,Fast breathing and chest indrawing in children may signal pneumonia. Seek medical care immediately.,Kupumua haraka na kuvuta kifua kwa watoto kunaweza kuashiria nimonia. Tafuta huduma ya matibabu mara moja.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC2584330/,,original_id=1473; class=extracted_from_class_dataset
HEALTH_195,Health,,Parents should register the birth of their child at the nearest civil registration office. A birth certificate secures a childs legal identity and access to services.,Wazazi wanapaswa kusajili kuzaliwa kwa mtoto wao katika ofisi ya usajili wa kiraia iliyo karibu. Cheti cha kuzaliwa kinahakikisha utambulisho wa kisheria wa mtoto na upatikanaji wa huduma.,,https://www.facebook.com/CRSOfficialKenya/posts/a-birth-certificate-legally-documents-the-birth-of-a-person-and-identifies-the-i/591765636466539/,,original_id=1474; class=extracted_from_class_dataset
HEALTH_196,Health,,Delivering at home without skilled help puts both mother and baby at risk. Always deliver at a health facility with trained personnel.,Kujifungua nyumbani bila msaada wa kitaalamu kunamweka mama na mtoto katika hatari. Daima jifungulie katika kituo cha afya chenye wafanyakazi waliofunzwa.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC4738797/,,original_id=1475; class=extracted_from_class_dataset
HEALTH_197,Health,,Pregnant women living with HIV should attend clinic early to receive antiretroviral therapy and prevent transmission to the baby.,Wanawake wajawazito wanaoishi na VVU wanapaswa kuhudhuria kliniki mapema ili kupata tiba ya kupunguza makali ya virusi vya ukimwi na kuzuia maambukizi kwa mtoto.,,https://archive.cdc.gov/www_cdc_gov/globalhealth/countries/kenya/blog/mother_child_transmission.html,,original_id=1476; class=extracted_from_class_dataset
HEALTH_198,Health,,Pregnant women in their second trimester should receive deworming medication to improve nutrition and reduce complications.,Wanawake wajawazito katika miezi mitatu yao ya pili ya ujauzito wanapaswa kupokea dawa za minyoo ili kuboresha lishe na kupunguza matatizo.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11533339/,,original_id=1477; class=extracted_from_class_dataset
HEALTH_199,Health,,New mothers are encouraged to discuss family planning options with health providers to allow proper spacing of pregnancies and ensure maternal recovery.,Akina mama wapya wanahimizwa kujadili chaguzi za uzazi wa mpango na watoa huduma za afya ili kuruhusu nafasi nzuri ya ujauzito na kuhakikisha mama anaendelea kupona.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12813199/,,original_id=1478; class=extracted_from_class_dataset
HEALTH_200,Health,,"At six months, introduce soft, nutrient-rich foods while continuing breastfeeding. Avoid sugary snacks and ensure hygiene during feeding.","Katika miezi sita, mtangulie vyakula laini na vyenye virutubisho vingi huku ukiendelea kunyonyesha. Epuka vitafunio vyenye sukari na hakikisha usafi wakati wa kunyonyesha.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC6594063/,,original_id=1479; class=extracted_from_class_dataset
HEALTH_201,Health,,"Adolescent mothers need extra emotional, nutritional, and medical support. Communities are urged to reduce stigma and promote inclusive care.","Akina mama vijana wanahitaji msaada wa ziada wa kihisia, lishe, na matibabu. Jamii zinahimizwa kupunguza unyanyapaa na kukuza utunzaji jumuishi.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC5937539/,,original_id=1480; class=extracted_from_class_dataset
HEALTH_202,Health,,Pregnant women should receive tetanus toxoid vaccination to protect themselves and their babies from neonatal tetanus.,Wanawake wajawazito wanapaswa kupata chanjo ya pepopunda ili kujikinga na watoto wao kutokana na pepopunda ya watoto wachanga.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7644175/,,original_id=1481; class=extracted_from_class_dataset
HEALTH_203,Health,,"New mothers experiencing sadness, withdrawal, or hopelessness should seek mental health support. Postpartum depression is treatable.","Akina mama wapya wanaopitia huzuni, kujitenga, au kukata tamaa wanapaswa kutafuta msaada wa afya ya akili. Mfadhaiko baada ya kujifungua unaweza kutibiwa.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC10400812/,,original_id=1482; class=extracted_from_class_dataset
HEALTH_204,Health,,Regular weight checks at clinics help detect growth issues early. Caregivers are encouraged to attend monthly child welfare clinics.,Kupima uzito mara kwa mara katika kliniki husaidia kugundua matatizo ya ukuaji mapema. Walezi wanahimizwa kuhudhuria kliniki za ustawi wa watoto kila mwezi.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8130212/,,original_id=1483; class=extracted_from_class_dataset
HEALTH_205,Health,,A toll-free maternal health helpline is available for advice and emergency referrals. Dial 1195 anytime.,Simu ya usaidizi wa afya ya mama bila malipo inapatikana kwa ushauri na rufaa za dharura. Piga 1195 wakati wowote.,,https://www.facebook.com/amrefke/posts/to-ensure-that-we-leavenoonebehind-we-have-1196-a-toll-free-number-to-help-women/2680461198852328/,,original_id=1484; class=extracted_from_class_dataset
HEALTH_206,Health,,"Families are encouraged to identify emergency transport options in advance, in case labor begins unexpectedly. Delays in reaching the hospital can lead to complications.","Familia zinahimizwa kutambua njia za usafiri wa dharura mapema, iwapo uchungu wa kujifungua utaanza bila kutarajia. Kuchelewa kufika hospitalini kunaweza kusababisha matatizo.",,https://www.health.go.ke/scaling-emergency-medical-transport-mothers-and-newborns,,original_id=1485; class=extracted_from_class_dataset
HEALTH_207,Health,,"Mothers who express breast milk should ensure clean containers, proper refrigeration, and correct warming procedures to prevent contamination.","Akina mama wanaokamua maziwa ya mama wanapaswa kuhakikisha vyombo vinasafishwa, vinahifadhiwa vizuri kwenye jokofu, na taratibu sahihi za kupasha joto ili kuzuia uchafuzi.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC9063221/,,original_id=1486; class=extracted_from_class_dataset
HEALTH_208,Health,,"Community maternal support groups provide peer education, emotional support, and help connect women to health services during pregnancy and postpartum.","Vikundi vya usaidizi wa akina mama katika jamii hutoa elimu ya rika, usaidizi wa kihisia, na husaidia kuwaunganisha wanawake na huduma za afya wakati wa ujauzito na baada ya kujifungua.",,https://helenkellerintl.org/our-stories/peer-support-groups-improve-maternal-health-in-kenya/,,original_id=1487; class=extracted_from_class_dataset
HEALTH_209,Health,,A high fever in a child could be a sign of malaria or infection. Visit the nearest clinic without delay to prevent complications.,Homa kali kwa mtoto inaweza kuwa ishara ya malaria au maambukizi. Tembelea kliniki iliyo karibu bila kuchelewa ili kuzuia matatizo.,,https://www.ncbi.nlm.nih.gov/books/NBK143740/,,original_id=1488; class=extracted_from_class_dataset
HEALTH_210,Health,,Skin-to-skin care helps stabilize small or preterm babies and promotes weight gain and bonding.,Utunzaji wa ngozi kwa ngozi husaidia kuimarisha watoto wadogo au waliozaliwa kabla ya wakati na kukuza ongezeko la uzito na mshikamano.,,https://www.who.int/news/item/15-11-2022-who-advises-immediate-skin-to-skin-care-for-survival-of-small-and-preterm-babies,,original_id=1489; class=extracted_from_class_dataset
HEALTH_211,Health,,Postpartum women should take deworming medication to improve nutrition and milk quality.,Wanawake baada ya kujifungua wanapaswa kutumia dawa za minyoo ili kuboresha lishe na ubora wa maziwa.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8476434/,,original_id=1490; class=extracted_from_class_dataset
HEALTH_212,Health,,Babies under six months get all the hydration they need from breast milk. Giving water increases infection risk.,Watoto walio chini ya miezi sita hupata maji yote wanayohitaji kutoka kwa maziwa ya mama. Kumpa mtoto maji huongeza hatari ya kuambukizwa.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10506693/,,original_id=1491; class=extracted_from_class_dataset
HEALTH_213,Health,,Sleeping under insecticide-treated nets protects expectant mothers and their unborn babies from malaria.,Kulala chini ya vyandarua vilivyotibiwa dawa za kuua wadudu huwalinda akina mama wajawazito na watoto wao ambao hawajazaliwa kutokana na malaria.,,https://www.facebook.com/Healthpromotionkenya/posts/sleep-protected-every-night-for-every-family-member-treated-bednets-are-one-of-t/1266526505654156/,,original_id=1492; class=extracted_from_class_dataset
HEALTH_214,Health,,"Swollen feet, thin limbs, or constant fatigue in a child may be signs of malnutrition. Seek help immediately.","Miguu iliyovimba, miguu myembamba, au uchovu wa kila mara kwa mtoto inaweza kuwa dalili za utapiamlo. Tafuta msaada mara moja.",,https://www.facebook.com/NationwideChildrensHospital/posts/this-week-is-malnutrition-awareness-week-our-expert-shares-the-5%EF%B8%8F%E2%83%A3-signs-of-maln/1231694155655475/,,original_id=1493; class=extracted_from_class_dataset
HEALTH_215,Health,,Do not apply substances to the cord. Keep it dry and clean until it falls off naturally.,Usipake vitu kwenye kamba. Iweke kavu na safi hadi ianguke kiasili.,,https://en.wikipedia.org/wiki/Kenya,,original_id=1494; class=extracted_from_class_dataset
HEALTH_216,Health,,"Severe headaches, swelling, or bleeding during pregnancy require immediate medical attention.","Maumivu makali ya kichwa, uvimbe, au kutokwa na damu wakati wa ujauzito kunahitaji matibabu ya haraka.",,https://www.facebook.com/WHO/posts/health-comes-first-if-you-experience-any-of-these-symptoms-during-pregnancy-seek/1104252085067514/,,original_id=1495; class=extracted_from_class_dataset
HEALTH_217,Health,,"Always keep your childs health card and birth certificate safe for school, healthcare, and legal needs.","Daima weka kadi ya afya ya mtoto wako na cheti cha kuzaliwa salama kwa mahitaji ya shule, huduma ya afya, na kisheria.",,https://www.health.go.ke/,,original_id=1496; class=extracted_from_class_dataset
HEALTH_218,Health,,New mothers may experience sadness or anxiety. Counseling and support groups can help.,Akina mama wapya wanaweza kupata huzuni au wasiwasi. Ushauri nasaha na vikundi vya usaidizi vinaweza kusaidia.,,https://www.facebook.com/partnersinhealth/posts/every-mother-deserves-care-for-both-her-body-and-her-mind-in-many-low-resource-s/1251325437033779/,,original_id=1497; class=extracted_from_class_dataset
HEALTH_219,Health,,"If your child is not sitting, crawling, or speaking by the expected age, visit a pediatric clinic for evaluation","Ikiwa mtoto wako hajakaa, hajatambaa, au hajazungumza kwa umri unaotarajiwa, tembelea kliniki ya watoto kwa ajili ya tathmini.",,https://www.facebook.com/bewellhospitals/posts/every-child-grows-at-their-own-pace-but-some-delays-deserve-attention-if-your-li/1439904364174002/,,original_id=1498; class=extracted_from_class_dataset
HEALTH_220,Health,,Taking over-the-counter or herbal medicines without a prescription during pregnancy can be dangerous.,Kuchukua dawa za mitishamba au zilizoagizwa bila agizo la daktari wakati wa ujauzito kunaweza kuwa hatari.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC4230355/,,original_id=1499; class=extracted_from_class_dataset
HEALTH_221,Health,,Teen mothers should be encouraged and supported to continue their education after childbirth.,Akina mama vijana wanapaswa kutiwa moyo na kuungwa mkono ili kuendelea na masomo yao baada ya kujifungua.,,https://www.frontiersin.org/journals/education/articles/10.3389/feduc.2023.1086706/full,,original_id=1500; class=extracted_from_class_dataset
HEALTH_222,Health,,Expectant mothers are strongly advised to avoid all alcohol. Drinking during pregnancy can lead to fetal alcohol syndrome and developmental delays.,Akina mama wajawazito wanashauriwa sana kuepuka pombe kabisa. Kunywa pombe wakati wa ujauzito kunaweza kusababisha ugonjwa wa pombe ya fetasi na kuchelewa kwa ukuaji.,,https://www.nhs.uk/pregnancy/keeping-well/drinking-alcohol-while-pregnant/,,original_id=1501; class=extracted_from_class_dataset
HEALTH_223,Health,,Hormonal changes during pregnancy can affect oral health. Visit a dentist for check-ups and maintain oral hygiene.,Mabadiliko ya homoni wakati wa ujauzito yanaweza kuathiri afya ya kinywa. Mtembelee daktari wa meno kwa uchunguzi na udumishe usafi wa kinywa.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11596282/,,original_id=1502; class=extracted_from_class_dataset
HEALTH_224,Health,,Yellowing of the skin and eyes in newborns should be checked by a health worker. Severe jaundice can affect brain development.,Kuwa na rangi ya njano kwenye ngozi na macho kwa watoto wachanga kunapaswa kuchunguzwa na mfanyakazi wa afya. Homa kali ya manjano inaweza kuathiri ukuaji wa ubongo.,,https://www.facebook.com/ChildrensHospitalofPhiladelphia/posts/all-newborn-babies-are-at-risk-for-having-jaundice-a-yellow-color-that-appears-i/1290455653120037/,,original_id=1503; class=extracted_from_class_dataset
HEALTH_225,Health,,Health facilities offer family planning counseling to couples and individuals to support informed decisions about spacing and limiting births.,Vituo vya afya hutoa ushauri nasaha wa uzazi wa mpango kwa wanandoa na watu binafsi ili kusaidia maamuzi sahihi kuhusu nafasi na kupunguza uzazi.,,https://media.tciurbanhealth.org/wp-content/uploads/2017/07/12124654/2022Kenya-National-Family-Planning-Guidelines-6th-Edition.pdf,,original_id=1504; class=extracted_from_class_dataset
HEALTH_226,Health,,Caregivers should change diapers frequently and clean the babys skin gently to avoid rashes and infections.,Walezi wanapaswa kubadilisha nepi mara kwa mara na kusafisha ngozi ya mtoto kwa upole ili kuepuka vipele na maambukizi.,,https://www.facebook.com/NaivasSupermarkets/posts/diapers-are-important-for-the-protection-of-the-babys-skin-however-how-many-time/5062267160463399/,,original_id=1505; class=extracted_from_class_dataset
HEALTH_227,Health,,Pregnant women should eat small meals several times a day to manage nausea and maintain energy levels.,Wanawake wajawazito wanapaswa kula milo midogo mara kadhaa kwa siku ili kudhibiti kichefuchefu na kudumisha viwango vya nishati.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11817518/,,original_id=1506; class=extracted_from_class_dataset
HEALTH_228,Health,,"Using simple hand signs helps babies express needs early, reducing frustration for both caregiver and child.","Kutumia ishara rahisi za mikono huwasaidia watoto kueleza mahitaji yao mapema, na hivyo kupunguza kuchanganyikiwa kwa mlezi na mtoto.",,https://www.facebook.com/ClevelandClinicChildrens/posts/baby-sign-language-is-a-way-parents-and-caregivers-can-communicate-early-with-in/1305694191603280/,,original_id=1507; class=extracted_from_class_dataset
HEALTH_229,Health,,"Fathers are encouraged to be active in bathing, changing, and comforting their newborns to promote bonding and family well-being.","Akina baba wanahimizwa kuwa hai katika kuwaogesha, kuwabadilisha, na kuwafariji watoto wao wachanga ili kukuza uhusiano na ustawi wa familia.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC10698236/,,original_id=1508; class=extracted_from_class_dataset
HEALTH_230,Health,,Mothers are urged to visit immunization booths during market days for convenient access to childhood vaccines.,Akina mama wanahimizwa kutembelea vibanda vya chanjo wakati wa siku za soko ili kupata chanjo za watoto kwa urahisi.,,https://www.instagram.com/p/DXvn5VzDcE-/,,original_id=1509; class=extracted_from_class_dataset
HEALTH_231,Health,,Children struggling to speak or recognize sounds may have learning difficulties. Seek assessment from child specialists early.,Watoto wanaojitahidi kuzungumza au kutambua sauti wanaweza kuwa na matatizo ya kujifunza. Tafuta tathmini kutoka kwa wataalamu wa watoto mapema.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC3841812/,,original_id=1510; class=extracted_from_class_dataset
HEALTH_232,Health,,New mothers can begin light exercises after consulting their doctor to improve recovery and mental health.,Akina mama wapya wanaweza kuanza mazoezi mepesi baada ya kushauriana na daktari wao ili kuboresha kupona na afya ya akili.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9290784/,,original_id=1511; class=extracted_from_class_dataset
HEALTH_233,Health,,Babies should never be exposed to cigarette smoke. Secondhand smoke increases the risk of asthma and sudden infant death syndrome.,Watoto wachanga hawapaswi kamwe kuathiriwa na moshi wa sigara. Moshi wa sigara unaotoka kwa mtu mwingine huongeza hatari ya pumu na ugonjwa wa kifo cha ghafla cha watoto wachanga.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC5791751/,,original_id=1512; class=extracted_from_class_dataset
HEALTH_234,Health,,Handwashing with soap before feeding and after diaper changes prevents infections in children and mothers.,Kunawa mikono kwa sabuni kabla ya kulisha na baada ya kubadilisha nepi huzuia maambukizi kwa watoto na akina mama.,,https://www.facebook.com/unicefuganda/posts/wash-your-hands-with-soap-and-water1-before-feeding-a-baby2-before-eating-food3-/10156213913471448/,,original_id=1513; class=extracted_from_class_dataset
HEALTH_235,Health,,"Keeping newborns in skin-to-skin contact with mothers helps regulate temperature, heartbeat, and supports immune development.","Kuwaweka watoto wachanga katika mgusano wa ngozi na mama husaidia kudhibiti halijoto, mapigo ya moyo, na kusaidia ukuaji wa kinga mwilini.",,https://www.facebook.com/Jhpiego/posts/kangaroo-mother-care-kmc-is-the-continuous-skin-to-skin-contact-between-a-mother/1430619905778684/?locale=mk_MK,,original_id=1514; class=extracted_from_class_dataset
HEALTH_236,Health,,"Deworming children every six months improves their growth, energy levels, and school performance.","Kutoa dawa za minyoo kwa watoto kila baada ya miezi sita huboresha ukuaji wao, viwango vya nishati, na utendaji wao shuleni.",,https://files.givewell.org/files/DWDA%202009/DtWI/DtWI_Kenya_2013-2014_program_report.pdf,,original_id=1515; class=extracted_from_class_dataset
HEALTH_237,Health,,Pregnant women should start antenatal care in the first trimester to detect and manage any health concerns early.,Wanawake wajawazito wanapaswa kuanza huduma ya ujauzito katika trimester ya kwanza ili kugundua na kudhibiti matatizo yoyote ya kiafya mapema.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11752801/,,original_id=1516; class=extracted_from_class_dataset
HEALTH_238,Health,,Help children understand the arrival of a new sibling to reduce jealousy and promote bonding.,Wasaidie watoto kuelewa ujio wa ndugu mpya ili kupunguza wivu na kukuza uhusiano wa karibu.,,https://drarebeccaordovas.com/en/managing-jealousy-when-a-new-sibling-arrives/,,original_id=1517; class=extracted_from_class_dataset
