word,ipa,swahili_gloss,swahili_pos,english_gloss,english_pos,line_no
omoki,omoki,mshipa,nmn,vein,n,3775
omokia,omokia,idili.bidii,nmn,effort,n,3776
omokirindoni,omoki ɾ indoni,aina ya mti,nmn,a type of tree,n,3777
omoko,ɔ m ɔ k ɔ,,,,,3778
okorama,,,,,,3778
omoko,omoko,,,,,3779
ficus,,,,,,3779
omokobotia,ɔ m ɔ k ɔꞵɔt ia,,,,,3780
fastener,,,,,,3780
omokomoni,omokomoni,,,,,3781
madagascariensis,,,,,,3781
omokonono,omokomonono,aina ya mti,nmn,a type of tree,n,3782
omokoro,omoko ɾ o,wa zamani,kv,old,adj,3783
omokorogoinua,ɔ m ɔ k ɔɾɔɣɔ inwa,,,,,3784
dovyalis,,,,,,3784
omokubinyongo,omoku ꞵ i ɲ oŋo,mti ulio dawa ya mamba,nmn,medicinal herb,n,3785
Omokubio,omoku ꞵ io,Jumapili,nmn,Sunday,n,3786
omokundekane,omokundekane,,,,,3787
kasisi,,,,,,3787
pastor,,,,,,3787
omokundeki,omokundeki,,,,,3788
wizzard,,,,,,3788
abanto,,,,,,3788
omokung’eria,omokuŋg ɛɾ ia,mdakizi,nmn,one who interrupts,n,3789
omokunyi,omoku ɲ i,,,,,3790
omokure,omoku ɾɛ,ert mdubira,nmn,a person with bad luck,n,3791
omokure,omoku ɾɛ,anayeitikia ushauri,kv,obedient,adj,3792
omokurumi,omoku ɾ umi,ekr. mfisadi,nmn,kv. corrupt person,n,3793
omokurungunya,omoku ɾ uŋu ɲ a,,,,,3794
dovylis,,,,,,3794
omokururo,omoku ɾ u ɾ o,,,,,3795
ukambi,,,,,,3795
omokuerua,omokwe ɾ wa,,,,,3796
omomiomio,omomiomio,chipukizi,nmn,shoot,n,3797
omomongeri,omomoŋe ɾ i,ekr. msarifu,nmn,planner,n,3798
omomoroki,ɔ m ɔ m ɔɾɔ ki,mwanamumme mlalamishi,nmn,complainer. loud-mouthed man,n,3799
omomure,omomu ɾɛ,,,,,3800
rauvolfia,,,,,,3800
omonang’i,omonaŋgi,anayekomba,nmn,he who scrapes out,n,3801
omoncheria,omon ʧ e ɾ ia,mdakizi,nmn,one who interrupts,n,3802
omondende,ɔ m ɔ nd ɛ nd ɛ,mti wa dawa,nmn,a type of herb,n,3803
omongeche,omoŋe ʧe,,,,,3804
crotolaria,,,,,,3804
omong’oni,omoŋgoni,mtakatifu,nmn,holy,n,3805
omosiani,,,,,,3805
omong’ori,ɔ m ɔ ŋg ɔɾ i,ert mwandishi,nmn,kv. scribbler,adj,3806
Omonguru,omoŋu ɾ u,,,,,3807
omong’uroro,omoŋgu ɾ o ɾo,mti uliotengeneza ghala,nmn,a tree that was used to make granaries,n,3808
omong’uso,omoŋguso,raghba,nmn,desire,n,3809
omonkunakuna,omonkunakuna,aina ya mti,nmn,a kind of tree,n,3810
omonoku,omonoku,mnofu,nmn,flesh meat,n,3811
omonto,omonto,mtu,nmn,a person,n,3812
Omonto - buense,omonto ꞵ wense,,,,,3813
Omonugunoobarema,omonu ɣ uno :ꞵ a ɾ ema,Februari,nmn,February,n,3814
omonyanchoka,omo ɲ an ʧ oka,aina ya mti,nmn,a type of tree,n,3815
omonyandamuamu,omo ɲ andamwamu,,,,,3816
omonyankoba,omo ɲ anko ꞵ a,jani linalotibu,nmn,a medicinal herb,n,3817
omonyantira,omo ɲ anti ɾ a,"jani linalotibu, aina ya mti",nmn,medicinal herb/ herb used to heal,n,3818
omonyabibe,omo ɲaꞵ i ꞵ e,ekr. mwenye dhambi,nmn,kv. sinner,n,3819
omonyabogundo,omo ɲ a ꞵ o ɣ undo,maharimu,nmn,kv. relatives who cannot marry,n,3820
omonyabutotia,omo ɲ a ꞵ utotia,aina ya mti,nmn,a type of tree,n,3821
omonyagetuanga,omo ɲ a ɣ etwaŋa,aina ya mti,nmn,a type of tree,n,3822
omonyakeamo,omo ɲ akeamo,,,,,3823
mhafidhina,,nmn,kv,conservative,n,3823
omonyakerende,omo ɲ ake ɾ ende,,,,,3824
cassipourea,,,,,,3824
omonyakige,omo ɲ aki ɣ e,aina ya mti,nmn,warburgia ugandensis,n,3825
omonyakiongore,omo ɲ akioŋo ɾ e,,,,,3826
hard,,,,,,3826
omonyamabi,omo ɲ ama ꞵi,,,,,3827
teldet,,,,,,3827
ekebegia,,,,,,3827
omonyamanengo,omo ɲ amaneŋo,aina ya mti,nmn,rhammus staddo,n,3828
omonyang’o i,omo ɲ aŋg ɔ i,mpyaro,kv,possessed quarrelsome person,adj,3829
omonyankoba,omo ɲ anko ꞵ a,aina ya mti,nmn,a type of tree,n,3830
omonyantondo,omo ɲ ant ɔ nd ɔ,aina ya mmea wa sumu,nmn,jimson weed,n,3831
omonyasore,omo ɲ as ɔɾɛ,,,,,3832
omonyasumo,omo ɲ asumo,aina ya mti,nmn,jimson weed,n,3833
omonyenche,ɔ m ɔɲɛ n ʧɛ,aina ya mti,nmn,medicinal herb,n,3834
omonyenye,ɔ m ɔɲɛɲɛ,mchunga,nmn,tender spider weed,n,3835
omonyenya,ɔ m ɔɲɛɲ a,,,,,3836
acasia,,,,,,3836
omonyia,ɔ m ɔɲ ia,,,,,3837
trema,,,,,,3837
omonyinkua,ɔ m ɔɲ inkwa,aina ya mti ulio dawa,nmn,type of tree,n,3838
omonyirira,ɔ m ɔɲ i ɾ i ɾ a,,,,,3839
manyunyu,,,,,,3839
raindrops,,,,,,3839
omonyoboria,ɔ m ɔɲɔꞵɔɾ ia,,,,,3840
eavesdropper,,,,,,3840
omonyoboria,ɔmɔɲɔꞵɔɾ ia,,,,,3841
mdukuzi,,,,,,3841
faultfinder,,,,,,3841
omonyuganyugi,ɔ m ɔɲ u ɣ a ɲ u ɣ i,ekr. anayetikisa,nmn,kv. shaker,n,3842
omonua,omonwa,mdomo,nmn,mouth,n,3843
omoombogani,omo:mbo ɣ ani,malaya,nmn,prostitute,n,3844
omoong’ora,ɔ m ɔ : ɲ go ɾ a,"utajiri wa haraka haraka, aina ya wimbi",nmn,wealth acquired quickly,n,3845
omoongori,ɔ m ɔ : ɲ go ɾ i,mpyaro,nmn,one who uses obscene language,n,3846
Omonto,,,,,,3846
omoragererigua,omo ɾ a ɣ e ɾ e ɾ i ɣ wa,ekr . maleuni,nmn,cursed one,n,3847
omori,om oɾ i,mzizi,nmn,root,n,3848
omori,omo: ɾ i,njia iliyoundwa na mtu au mnyama,nmn,route made in bush by a human.animal,n,3849
omorondo,omo ɾ ondo,,,,,3850
muundi,,,,,,3850
omororia,omo ɾ o ɾ ia,mbinja,nmn,whistle,v,3851
omoroti,ɔ m ɔɾɔ ti,jasusi,nmn,spy,n,3852
omosamuusi,omosamusi,anayechuja,nmn,he who filters,n,3853
omosore,omoso ɾ e,,,,,3854
omonto,,,,,,3854
omoraa,omo ɾ aa,,,,,3855
parinari,,,,,,3855
omoragererigua,omo ɾ a ɣ e ɾeɾ i ɣ wa,ekr. mlaanifu,nmn,kv. cursed,n,3856
omorakera,omo ɾ ak ɛɾ a,kiangazi,nmn,drought,n,3857
omorambeka,omo ɾ ambeka,refu,kv,long thing e.g road,adj,3858
omorasi,omo ɾ asi,ekr. mlenga mshale,nmn,shooter,n,3859
omorembe,ɔ m ɔɾɛ mb ɛ,,,,,3860
calmness,,,,,,3860
serenity,,,,,,3860
omoremia,ɔ m ɔɾɛ mia,,,,,3861
omorendarenda,omo ɾ enda ɾ enda,mti wa dawa,nmn,a type of herb,n,3862
omorere,ɔ m ɔɾɛɾɛ,,,,,3863
cry,,,,,,3863
omorerema,ɔ m ɔɾɛɾɛ ma,mti wa miba,nmn,thorny tree,n,3864
omorerobwenyang’au,omo ɾ e ɾ obwe ɲ aŋgau,mtakawa,nmn,tulip,n,3865
omoresano,ɔ m ɔɾɛ sano,riahi,nmn,flatulence,n,3866
omoriekeri,omo ɾ ieke ɾ i,mteka nyara,nmn,kidnapper,n,3867
omoribo,omo ɾ i ꞵo,,,,,3868
speck,,,,,,3868
omorindo,omo ɾ indo,,,,,3869
mawimbi,,,,,,3869
omorimo,omo ɾ imo,,,,,3870
liar,,,,,,3870
omoringamu,omo ɾ iŋamu,,,,,3871
eucalyptus,,,,,,3871
omoroka,ɔ m ɔɾɔ :ka,,,,,3872
omoroke,omo ɾ oke,umuite,kt,to name,v,3873
omorototi,omo ɾ ototi,mtu anayefanya forodhani,nmn,customs officer,n,3874
omorororia,omo ɾ o ɾ ia,,,,,3875
vernonia,,,,,,3875
omoroso,ɔ m ɔɾɔ s ɔ,uchovu,nmn,"fatigue, tiredness",n,3876
omorurumo,omo ɾ u ɾ umo,,,,,3877
person,,,,,,3877
omorurumu,omo ɾ u ɾ umi,kaidi,nmn,obstinate,n,3878
omorua,omo ɾ wa,,,,,3879
omoruanereri,omo ɾ wane ɾ e ɾi,mtetezi,nmn,rights activist,n,3880
omoruanererua,omo ɾ wane ɾ e ɾ wa,mtetewa,nmn,the defended,n,3881
omosabakua,omosa ꞵ akwa,aina ya mti,nmn,psiadia puctulata,n,3882
omosabisabi,omosa ꞵi sa ꞵ i,,,,,3883
sesbania,,,,,,3883
omosagano,omosa ɣ ano,,,,,3884
vizia,,,,,,3884
omosambaigoro,omosambai ɣ o ɾ o,mti wa dawa,nmn,a type of shrub,n,3885
omosambarao,omosamba ɾ ao,,,,,3886
syzgium,,,,,,3886
omosando,omosando,kipuku,nmn,epidemic,n,3887
omosandobw’echingoko,omosando ꞵ we ʧ iŋ ɔ k ɔ,ugonjwa wa kuku,nmn,newcastle,n,3888
omosarange,omosa ɾ aŋ ɛ,nmn. bikira,nmn,kv. virgin,n,3889
omosareku,omosa ɾ eku,,,,,3890
criminal,,,,,,3890
sinner,,,,,,3890
omosaria,omosa ɾ ia,mhalifu,nmn,criminal,n,3891
omosegi,omose ɣ i,,,,,3892
mchonganishi,,,,,,3892
omonto,,,,,,3892
omosenger e,omoseŋe ɾ e,aina ya mmea uliotumika kama kifagio,nmn,broom,n,3893
omosenia,ɔ m ɔ s ɛ nia,aina ya mti,nmn,a type of herb,n,3894
omosenseria,ɔ m ɔ s ɛ ns ɛɾ ia,ert mdukizi,nmn,kv. gossiper,n,3895
omosere,omosere,ekr. mwanamme aliyetaliki,nmn,kv. divorcee-man,adj,3896
omosia,omosia,,,,,3897
omosiani,omosiani,mtukufu,kv,glorious,adj,3898
omosiekeri,omosieke ɾ i,,,,,3899
omosigeri,omosi ɣ e ɾ i,,,,,3900
mchochezi,,,,,,3900
omosiginyia,omosi ɣ i ɲ ia,mbishi,nmn,vicious person,n,3901
omosiginyigua,omosi ɣ i ɲ i ɣ wa,ert kaidi,nmn,kv. obstinate person,n,3902
omosingereri,omosi ɲ e ɾ e ɾ i,mradidi,nmn,he who stresses,n,3903
omosinginyi,omosiŋi ɲ i,ert mdowea,nmn,kv. gatecrasher,n,3904
omosiongoroko,omosio ɲ o ɾ oko,kizinga,nmn,perimeter,n,3905
omosiororo,omosio ɾ o ɾ o,kichaa cha ng’ombe,nmn,mad cow disease,n,3906
omosobeti,ɔ m ɔ s ɔꞵɛ ti,aina ya mti,nmn,croton macrosta-chyus,n,3907
omosocho,omoso ʧ o,,,,,3908
omosota,ɔ m ɔ s ɔ ta,zeruzeru,nmn,albino,n,3909
omosumbeeri,omosumb ɛ : ɾ i,,,,,3910
mwombaji,,nmn,kv,"needy person, beggar",n,3910
omosunte,omosunte,giza,nmn,darkness,n,3911
omosueneno,omosw ɛ n ɛ n ɔ,mnyiriro,nmn,log used by children in play,n,3912
omotabari,omota ꞵ a ɾ i,,,,,3913
omotakanua,omotakanwa,ert . mjane,nmn,widow,n,3914
omotanabwe’echinchoke,omotana ꞵ we ʧi n ʧ oke,mzinga wa nyuki,nmn,bee hive,n,3915
omotanchaboku,omontan ʧ a ꞵ oku,mkongwe sana,nmn,old person,n,3916
omotanchaborerua,omontan ʧ a ꞵ orerwa,anayepasuliwa kuni,nmn,he who is split firewood for,n,3917
omotanchabori,omontan ʧ a ꞵ o ɾ i,mchanja kuni,nmn,he who splits firewood,n,3918
omotandege,omotand ɛɣɛ,aina ya mti,nmn,black wattle.acasia mearnsi,n,3919
omotang’oria,omotaŋg ɔɾ ia,,,,,3920
a,,,,,,3920
omotantanu,omotantanu,mchanganyikiwa,kv,a confused person,adj,3921
omote,omote,mti,nmn,tree,n,3922
omoitebere,omoite ꞵ e ɾ e,,,,,3923
righteous,,,,,,3923
omotebere,ɔ m ɔ t ɛꞵɛɾɛ,umsemee,kt,talk on one’s behalf,v,3924
omotenenku,omotenenku,,,,,3925
wealthy,,,,,,3925
omoteneneri,omotenene ɾ i,,,,,3926
patron,,,,,,3926
omoteneneri,omotenene ɾ i,,,,,3927
godmother,,,,,,3927
guardian,,,,,,3927
omotenoki,omotenoki,ekr. mwenye tamaa,kv,nmn. covetous person,n,3928
omonto,,,,,,3928
omotenoku,omotenoku,,,,,3929
kaidi,,kv,nmn,obstinate,adj,3929
omotenu,omotenu,ekr. jasiri,nmn,kv. brave,n,3930
omotere,omote ɾ e,mrenda,nmn,vegetable-weed used for food,n,3931
omotiania,omotiania,ert mwapishaji,nmn,"kv. one who administers an oath, commissioner of oaths",n,3932
omotimbi,omotimbi,"ekr. anayechafua maji, mvurugaji maji",nmn,kv. the one that stirs water,n,3933
omonto,,,,,,3933
omotindogoro,omotind ɔɣɔɾɔ,mkarakara,nmn,passion fruit,n,3934
omotindu,omotindu,mlevi,kv,drunk person,adj,3935
omotino,omotino,kiziwi,kv,a deaf person,adj,3936
omotirimbokia,omoti ɾ imbokia,anayezika,nmn,undertaker,n,3937
omotimoko,omotimoko,,,,,3938
omoting’u,omotiŋgu,thabiti,kv,strong,adj,3939
omotomani,omotomani,,,,,3940
mkware,,,,,,3940
omotora,omoto ɾ a,ekr. mpangaji,nmn,kv. tenant,n,3941
omotuni,omotuni,ekr. mwonja,nmn,kv. taster,n,3942
omotunyani,omotu ɲ ani,ekr. mfuasi,nmn,kv. follower,n,3943
omoturubanu,omotu ɾ u ꞵ anu,,,,,3944
aliyepotoshwa,,nmn,kv,confused person,n,3944
omotuseri,omotuse ɾ i,ekr. mwanamme aliyempachika mkewe mimba kabla ya mtoto kukomaa,nmn,kv. man who impregnates wife who is suckling,n,3945
omotuserigua,omotuse ɾ i ɣ wa,ert mwanamke aliyeshika mimba kabla ya mtoto kukomaa,nmn,kv. woman who became pregnant while suckling,n,3946
omotue,omotwe,kichwa,nmn,head,n,3947
omotweone,,kichwangu,nmn,my head,n,3947
omotweoo,,kichwacho,nmn,your head,n,3947
omotuomi,omotwomi,msukumaji,nmn,a pusher,n,3948
omoubera,omou ꞵ e ɾ a,tufani ya mvua,nmn,rainstorm,n,3949
omoumaterua,omoumate ɾ wa,ert mkiwa,nmn,kv. bereaved,n,3950
omoumberia,omoumbe ɾ ia,,,,,3951
cantakerous,,,,,,3951
omouru,omou ɾ u,,,,,3952
vitex,,,,,,3952
omonyameuru,,,,,,3952
(,,,,,,3952
omoyioobirende,omojio ꞵ i ɾ ende,sime,nmn,somali sword,n,3953
omoyiooino,omojio:ino,Kisenu,nmn,your knife,n,3954
omuaga,omwa ɣ a,upepo mkali,nmn,strong wind,n,3955
omuanchari,omwan ʧ a ɾ i,ekr. anayetoa makaa motoni,nmn,kv. he that removes hot charcoal,n,3956
omuango,omwaŋo,mwepesi,nmn,"kv. a quick person, speedy",adj,3957
omuasiaku,omwasiaku,ekr. mchangamfu,nmn,cheerful person,n,3958
omuatananeko,omwatananeko,mgawanyiko,nmn,differences,n,3959
omuatia-iuga,omwatiaiu ɣ a,mti wa dawa,nmn,a medicinal herb,n,3960
omueburugunyi,omwe ꞵ u ɾ u ɣ u ɲ i,ert mlalavi,nmn,kv. restless sleeper,n,3961
omuechechi,omw ɛʧɛʧi,,,,,3962
omueiranani,omwei ɾ anani,anayejitweza,kv,self-deprecatory person,adj,3963
omueminchi,omwemin ʧ i,"ekr. mkata tamaa, si mvumilivu",nmn,"kv. desperate, one who gets annoyed quickly",n,3964
omueng’ereri,omw ɛ ŋ ɛɾɛɾ i,ekr. mliachoyo,nmn,grumbler,n,3965
omuengereri,omweŋe ɾ e ɾ i,msira,nmn,"upright, peace-seeker",n,3966
omueremo,omw ɛɾɛ mo,mteremko,nmn,slope,n,3967
omuererembia,omw ɛɾɛɾɛ mbia,ert mlalamikaji,nmn,kv. he that complains,n,3968
Omweri,omwe ɾ i,wakati wa heri.jina la mtu,nmn,good times.name of a person,n,3969
Omweri,omw ɛɾi,ert mpembuaji,nmn,kv. threshers,n,3970
omuesoanani,omw ɛ soanani,ekr. mdukizi,nmn,kv. intruder,n,3971
omonto,,,,,,3971
omuetegander i,omw ɛ t ɛɣ ande ɾ i,mchanji kuni wa pekee,nmn,a lone woodcutter,n,3972
omueya,omw ɛ ja,tambarare,nmn,plain,n,3973
Omwenyanyuri,omwe ɲ a ɲ u ɾ i,,,,,3974
omwochogano,ɔ mw ɔʧɔɣ ano,kizaazaa,nmn,turmoil,n,3975
omwogia,omwo ɣ ia,mwosha,nmn,rinser,n,3976
omwogogi,omwo ɣ o ɣ i,mchuna mboga,nmn,the one who plucks vegetables,n,3977
omwogonyi,omw ɔɣɔɲ i,ekr. mwanamke aliyetalikiwa,nmn,divorced woman,n,3978
omooroteri,omwo ɾ ote ɾ i,shujaa,nmn,hero,n,3979
omuosi,omw ɔ si,,,,,3980
mwata,,,,,,3980
o’na,ona,,,,,3981
onchimbo,on ʧ imbo,fumbwe,nmn,paradise whydah,n,3982
ong’ara,oŋga ɾ a,"mtukuka, mheshimiwa",kv,"glorified person, distinguished",adj,3983
ong’iranerie,oŋgi ɾ ane ɾ ie,unijibu,kt,answer me,v,3984
onye,ɔɲɛ,,,,,3985
onyore,,,,,,3985
onyore,ɔɲɔɾɛ,,,,,3986
onyoro,ɔɲɔɾɔ,choa,nmn,ringworm(on foot),n,3987
oroanga,o ɾ oaŋa,,,,,3988
ringworm,,,,,,3988
oroagania,o ɾ oa ɣ ania,uhitaji,nmn,neediness,n,3989
oroari,o ɾ oa ɾ i,vita vya kikabila,nmn,tribal conflict,n,3990
orobabera,o ɾ o ꞵ a ꞵ e ɾ a,buibui mkubwa,nmn,tarantula,n,3991
orobere,ͻɾͻꞵɛɾɛ,titi,nmn,breast,n,3992
orobibo,o ɾ o ꞵ i ꞵ o,mgumu,kv,strong,adj,3993
orochara,o ɾ o ʧ a ɾ a,kucha,nmn,nail,n,3994
oroche,o ɾ o ʧ e,,,,,3995
oroera,ͻɾͻɛɾ a,,,,,3996
hearsay,,,,,,3996
orogare,o ɾ o ɣ a ɾ e,uteo,nmn,ephah,n,3997
orogeni,ͻɾͻɣɛ ni,geni,kv,new,adj,3998
orogonchi,o ɾ o ɣ on ʧ i,matungamavi,nmn,feet bent inside and not bow legged,n,3999
orogonyi,o ɾ o ɣ o ɲ i,undu,nmn,comb,n,4000
orogonyi,o ɾ o ɣ o ɲ i,hori ya ng’ombe aliyezaa,nmn,food trough for animals,n,4001
orogoro,o ɾ o ɣ o ɾ o,,,,,4002
oroima,o ɾ oima,kongosho,nmn,pancreas,n,4003
orokanya,o ɾ oka ɲ a,,,,,4004
orokanya,o ɾ oka ɲ a,vundo,nmn,smell,n,4005
oroko,o ɾ oko,ukuni,nmn,firewood,n,4006
orokore,o ɾ oko ɾ e,mrija,nmn,siphon,n,4007
orokore,o ɾ oko: ɾ e,uumalize,kt,finish,v,4008
orokoro,o ɾ oko ɾ o,ya kitambo,kv,old,adj,4009
orome,o ɾ ome,uume,kt,you bite,v,4010
oromeme,o ɾ omeme,ulimi,nmn,tongue,n,4011
oromo,ɔɾɔ m ɔ,,,,,4012
a,,,,,,4012
oromboro,o ɾ ombo ɾ o,lukuki,nmn,plenty,n,4013
orokanya,,,,,,4013
oronyambobe,o ɾ o ɲ ambo ꞵ e,buibui,nmn,spider,n,4014
ororabani,o ɾ o ɾ o ɾ a ꞵ ani,,,,,4015
fury,,,,,,4015
orosanyi,o ɾ osa ɲ i,,,,,4016
ujuizi,,,,,,4016
orosanyi,o ɾ osa ɲ i,ukofi,nmn,palm of hand,n,4017
orosea,ɔɾɔ sea,kituguta,nmn,cheekbone,n,4018
orosingo,o ɾ osi ɲ o,mdomo wa ungo,nmn,the mouth of a basket,n,4019
orosoni,o ɾ osoni,chakula kwa mtumwa,nmn,food for the captive,n,4020
orototera,o ɾ otote ɾ a,mawe yaliyoyeyuka,nmn,lava,adj,4021
orotu,o ɾ otu,,,,,4022
oruaka,o ɾ waka,fununu,nmn,rumour,n,4023
oruembereria,o ɾ wembe ɾ ia,,,,,4024
nyemelea,,,,,,4024
orueng’e,o ɾ weŋge,fupi,kv,short,adj,4025
orueni,o ɾ weni,,,,,4026
orwerwe,o ɾ w ɛɾ w ɛ,fira,nmn,spitting cobra,n,4027
orwomo,o ɾ womo,kavu,kv,dry,adj,4028
otatiga,otati ɣ a,,,,,4029
oyera,ɔ j ɛɾ a,inukia,kt,improve,v,4030
oyo,ojo,huyu,kv,this,adj,4031
oyoiga,ojoi ɣ a,huyu hapa,kv,knsh. this one,conj,4032
oyoito,ojoito,wetu,kv,ours,adj,4033
otari,,,,,,4033
oyoo! yoo oyoo!,ojo:jo:ojo:,ert nyiso au kitikio katika tohara ya wavulana,nmn,kv. male circumcision song,n,4034
oyone,ojone,wangu,kv,mine,adj,4035
pa!,pa,,,,,4041
pentatatori,pentato ɾ i,,,,,4042
pi!,pi,,,,,4043
paragaka,pa ɾ a ɣ aka,,,,,4044
po!,p ɔ,,,,,4045
pu!,pu,,,,,4046
raa,ɾ a :,,,,,4052
raba,ɾ a ꞵa,,,,,4053
raba,ɾ a ꞵ a,,,,,4054
rabia,ɾ a ꞵi a,,,,,4055
raberia,,,,,,4055
raera,ɾ ae ɾ a,,,,,4056
randerera,ɾ ande ɾ e ɾa,,,,,4057
randorora,ɾ ando ɾ o ɾ a,,,,,4058
rara,ɾ a ɾ a,,,,,4059
rara,ɾ a ɾ a,lalia masikio,kt,to relax,v,4060
rarisereria,ɾaɾ ise ɾ e ɾ ia,,,,,4061
raua,ɾ aua,,,,,4062
rema,ɾ e:ma,,,,,4063
rema3,ɾɛ ma,,,,,4064
rera,ɾ e ɾ a,,,,,4065
kondea,,,,,,4065
rera,ɾ e: ɾ a,,,,,4066
sumbukia,,,,,,4066
plead,,,,,,4066
rerera,,,,,,4066
rererana,,,,,,4066
rero,ɾɛɾɔ,ert. leo,kv,nmn. today,n,4067
rero,,,,,,4067
resana,ɾɛ :sana,,,,,4068
resania,,,,,,4068
Riarimo,ɾi a ɾ im ɔ,Jumapili,nmn,Sunday,n,4069
riagaga,ɾiaɣaɣ a,kaa,nmn,crab,n,4070
riagura,ɾ ia ɣ u ɾ a,,,,,4072
riaki,ɾi aki,,,,,4073
chichiri:,,mlungula,nmn,bribe,n,4073
riami,ɾ iami,,,,,4074
riana,ɾ iana,kulana,kt,to eat each other,v,4075
riana,ɾ iána,,,,,4076
riana,ɾ iana,,,,,4077
ri’ane,ɾ ian ɛ,Jumatano,nmn,Wednesday,n,4078
ri ansa,ɾ iansa,,,,,4079
riara,ɾ ia ɾ a,,,,,4080
riaora,ɾ iao ɾ a,,,,,4081
Ri’atano,ɾ iatano,Alhamisi,nmn,Thursday,n,4082
Ri’atato,ɾ iatato,Jumanne,nmn,Tuesday,n,4083
riba,ɾ i: 𝛃 a,banika,kt,be blocked,v,4084
riba,ɾ i: 𝛃 a,kingamisha,kt,make to lie across,v,4085
ribaga,ɾ i 𝛃 a ɣ a,,,,,4086
ribagoki,ɾ i 𝛃 a ɣ oki,,,,,4087
ribambo,ɾi 𝛃 a:mbo,,,,,4088
ribanchore,ɾ i 𝛃 an ʧɔɾ è,,,,,4089
gugu,,,,,,4089
ribangore,ɾ i 𝛃 aŋ ɔɾ è,,,,,4090
ribare,ɾ i 𝛃 a: ɾ è,,,,,4091
ribarongo,ɾ i 𝛃 ar ɔ ŋ ɔ,,,,,4092
ribe,ɾ i 𝛃ɛ,,,,,4093
ribe,ɾ i: 𝛃 e,baya,kv,bad,adj,4094
ribega,ɾ i 𝛃ɛɣ a,mmego,nmn,morsel,n,4095
ribego,ɾɪ 𝛃 e ɣ o,,,,,4096
ribego,ɾ i 𝛃 e ɣ o,,,,,4097
ribembeni,ɾ i 𝛃 ɛ mb ɛ ni,,,,,4098
hermaphrodite,,,,,,4098
riberera,ɾ i 𝛃ɛɾɛɾ a,,,,,4099
ribetu,ɾ i 𝛃 e:tu,,,,,4100
emoko,,,,,,4100
eribero,,,,,,4100
ribi,ɾ i:βi,,,,,4101
ribi,ɾiβi,,,,,4102
ribibo,ɾ i 𝛃 i 𝛃 ò,gumu,kv,strong,adj,4103
ribiria,ɾ iβi ɾ ia,suguo,nmn,millstone,n,4104
riboa,ɾ iβ ɔ a,1. kifurushi,nmn,bundle,n,4105
riboa,ɾ iβ ɔ a,,,,,4106
riboba,ɾ i 𝛃 óβa,mgunda,nmn,land tilled before,n,4107
ribobore,ɾ i 𝛃ɔ𝛃ɔɾɛ,,,,,4108
ribocha,ɾ i 𝛃 ó ʧ a,,,,,4109
ribomboita,ɾ i 𝛃ɔ mb ɔ ita,,,,,4110
ribondo,ɾ i 𝛃ɔ :nd ɔ,,,,,4111
ribonyi,ɾ i 𝛃ɔ : ɲ i,,,,,4112
ribora,ɾ i 𝛃ɔ : ɾ à,,,,,4113
ribora,ɾ i 𝛃ɔɾ a,,,,,4114
ribota,ɾ i 𝛃ɔ :ta,,,,,4115
ribu,ɾ i: 𝛃 u,,,,,4116
ribuche,ɾ i 𝛃 u: ʧ è,,,,,4117
ribumburi,ɾ i 𝛃 umbu ɾ i,,,,,4118
ribundu,ɾ i: 𝛃 u:ndu,,,,,4119
Ribunekana,ɾ i 𝛃 unekana,,,,,4120
joint,,,,,,4120
riburuga,ɾ i: 𝛃 u ɾ ú ɣ a,,,,,4121
ribururu,ɾ i: 𝛃 u ɾ ú ɾ ù,,,,,4122
ribusi,ɾi𝛃 usi,,,,,4123
ributia,ɾi𝛃 utia,,,,,4124
togwa,,,,,,4124
richa,ɾi:ʧ a,huja,kt,it comes.it happens,v,4125
richanchabe,ɾi:ʧ an ʧ a 𝛃 è,,,,,4126
ekr,,,,,,4126
richara,ɾ i: ʧ a ɾ a,,,,,4127
richoki,ɾiʧ óki,,,,,4128
richore,ɾ i ʧɔ re,,,,,4129
rie,ɾiɛ,lipe,kt,give him.her,v,4130
riembe,ɾ i ɛ mb ɛ,,,,,4131
mangifera,,,,,,4131
riende,ɾ i ɛ nd ɛ,,,,,4132
rieta,ɾ ieta,nomino,nmn,noun,n,4133
rieta,,,,,,4133
Riete,ɾ iéte,Agosti,nmn,August,n,4134
riicho,ɾ i: ʧɔ,,,,,4135
rigachi,ɾ i ɣ a ʧ i,,,,,4136
rigami,ɾ i ɣ ami,koleo,nmn,tongs,n,4137
rigana,ɾ i ɣ ána,,,,,4138
ikomi,,,,,,4138
riganda,ɾ i ɣ anda,,,,,4139
rigangera,ɾ i: ɣ aŋè ɾ a,,,,,4140
eigatero,,,,,,4140
rigangora,ɾ i: ɣ aŋ ɔɾ a,,,,,4141
rigas i,ɾ i: ɣ a:si,,,,,4142
rigata,ɾ i: ɣ a:ta,,,,,4143
comatose,,,,,,4143
rigatwa,ɾiɣ atwa,,,,,4144
rige,ɾ i: ɣˋɛ,,,,,4145
rige,ɾ i: ɣʹɛ,,,,,4146
rigecha,ɾ i ɣɛ : ʧ a,papasi,nmn,spirillum tick,n,4147
rigechara,e ɾ i ɣɛ e ʧ a ɾ a,,,,,4148
rigege,ɾ i ɣɛɣɛ,,,,,4149
nyakiara,,,,,,4149
rigegu,ɾ i ɣɛɣ u,gego,nmn,molar tooth,n,4150
