PSA_Id,Domain,Class,English,Ekegusii
3173,Security,PSA,US warns of CBD closures; review personal safety.,America (US) yarure ogokurera igoro yogosiekwa gati gati yomochie o'Nairobi; regereria keboyia amachiko ao yokwerenda.
3174,Security,PSA,Coastal counties face disputes; remain vigilant.,Chikaonti chire mbarabare na nyancha nchirigereretie ogotaigwanana; kabe maiso.
3175,Security,PSA,UN calls for accountability after protester deaths.,Obomo bwechinse chikwegambera (UN) bwasabire nga eserikari ebogorie obobe bwabete ekero giokorobererekana abwo ase abarobererekani baitetwe ase okoraswa.
3177,Security,PSA,Security risks rising; remain alert near Somalia border.,Amang'ana agendererete nkworokia are ng'a oborendi mbogenderete gosareka. Kabe maiso ekore ore ange na Somali.
3178,Security,PSA,WHO urges vigilance in virus outbreak response.,Ekeombe kiobochenu bwense yasabire abanto babe maiso buna enchera eyemo yokorwania ogwateka kwebinyinyi.
3179,Security,PSA,UK urges caution in urban centers due to terrorism threats.,Obomo bwa Boraya (UK) bwasabire abanto koba maiso gatigati yechitaoni ase engencho yokogoswa nobokebago bwokoruta chipomu.
3180,Security,PSA,Interior Ministry highlights week of tightened enforcement.,Omominisita bwoborendi bwaime yamanyirie abakenya igoro yogokongia yoborendi.
3181,Security,PSA,Coastal counties advised to stay alert to gang activity.,Chikaonti chire mbarabare na nyancha chiaboriigwe koba maiso igoro yobokebago bwa abanto abange.
3182,Security,PSA,Police salary increases aim to strengthen national security.,Okogesa abasikari omosaara nigo orengete gokongia oborendi bwense yaito.
3184,Security,PSA,Report environmental violations and support community advocacy for natural resource protection.,"Karwe eripoti gochia ase abambi igoro yogosaria amasingira na sira emeroberio yokoegerera obokoreri obuya bwobonda bwekenyoro buna emete, amache, emegondo, chingiti chiorosana na amadini."
3185,Security,PSA,"Engage in antidiscrimination, refugee inclusion, and youth empowerment initiatives","Bwaterana korwani ogokorera abanto bobe ekiagera eki bare, reta ange baria batamire chisegi korwa sobo, nemeroberio yokobeka abasae chinguru gose kobakonya."
3186,Security,PSA,"Raise awareness on workplace harassment, human rights, and civic responsibilities.","Manyia abanto igoro yobobe bwogokorerwa bobe ase ogokora egasi, oboronge bwanyabanto, na aya omonto abwenerete gokora buna omwanainchi."
3187,Security,PSA,"Join campaigns promoting public health, sanitation, and safe school environments.","Soa na gosegeta chingencho chiobochenu bwebinyoro, ogwesibia amaboko, namasingira amaya ase chisukuru."
3188,Security,PSA,Support mobile legal aid and educational outreach for rural or marginalized communities.,"Sira emeroberio ekerota obokonyi ase ebinyoro bia baria batigarete magega na batari kwenyara na baria bachayire na batari konyara goakana abagambi ebina babagambere obokong'u bwabo, ase okobaika ang'e korwanerera oboronge bwabo, na kobasomia oboronge bwabo."
3189,Security,PSA,"Participate in programs advocating for mental health, gender equality, and disability rights.","kabe oyomo ase baria bakorwanererera gokora obochayi na bagosegeta omorembe bwebirengererio erio komenya buya,rwanerera oboreng'ananu bwabanto bonsi noboronge bwabaremaru."
3190,Security,PSA,"Report child labor, forced marriage, and abuse to relevant authorities or hotlines.","Manyia abagambi bebinyoro gose abasikari otari konyorwa igoro yobosomba bwabana, enywomo yabana, gotibongwa gose gokorerwa bobe goetera enamba yesimi yamorero."
3191,Security,PSA,"Support education and awareness campaigns protecting children, women, refugees, and vulnerable groups","Segeta chisemi goetera okobamanyia abanto oboronge bwabo, korenda abana, abakungu, baria batamire chisegi korwa sobo, na baria baria baranyare konyorwa nobokongu."
3192,Security,PSA,"Use community platforms to educate on disaster preparedness, emergency numbers, and safety protocols","Tumia emesangerekano yebinyoro komanyia na gosomia abanto buna baranyare kwerenda korwa emechando, chinamba chiesimi korangeria ogokonywa, namachiko oborendi."
3193,Security,PSA,Bevigilant students are tricked into smuggling narcotics,"Kabe maiso, abana besukuru nigo bakongainwa gosoa ebiasara biogonya kobogoria na koonia chinyasore."
3194,Security,PSA,"Encourage proper vehicle maintenance, child safety, and driver education programs","Segeta oborendi bwechirori obuya, oborendi bwabana, nemeroberio yogomia abagendia chirori."
3195,Security,PSA,Be on the lookout for criminals who use NGOs to launder money,Kabe maiso igoro yebibago bigotumia NGOs korosia chibesa chia pandia.
3196,Security,PSA,"Report road accidents, unsafe vehicles, and reckless driving to authorities.","Manyia igoro yemebasekano yepara, chirori chitari ase enchera engiya, nobogendia obobe gochia ase abagambi gose abasikari."
3197,Security,PSA,"Share tips and awareness on safe driving practices, traffic regulations, and accident prevention",Konya abarundi chirori komanya obogendi obuya namachiko yobogendia buna enchera eyemo yogotanga emebasekano yechipara.
3198,Security,PSA,"Participate in public safety campaigns and trainings in schools, markets, and transport hubs",Kabe oyomo gosegeta oborendi bwense na nomoroberio bwokwegeria chisukuru igoro yoborendi ase chisukuru chichiro nase chirori chikorinerwa.
3199,Security,PSA,Beware of Criminals posing as embassy staff to commit fraud,Kabe maiso igoro yebibago bigwekora abakori emeremo bobobalosi aiga Kenya erio koibera abanto
3200,Security,PSA,Report biosecurity threats such as seed or livestock smuggling to KEPHIS or local authorities,Manyia abagambi otari konyorwa igoro obokengeka bwogosoi chimbego chikorenta amairwaire ase oboremi bwaito gose amasingira buna chimbego chia pandia gose oboibi bwechiombe gochia ekeombe keria ekenene gia Kenya getenerete oborosia na obabagi bwechimbego (Kenya Plant Health Health Inspectorate Services (KEPHIS( gose abambi bebinyoro.
3201,Security,PSA,Engage in neighborhood vigilance programs and community policing initiatives.,"Soa ase omoroberio bwokomongera ebikoru biobosaria korwa ebinyoro bine, korenda na gotanga gobosaria na amaochorerio yamachiko ase okoba maiso goetera emeroberio yoborendi bwebinyoro."
3202,Security,PSA,Observe curfews and security directives to support local safety measures.,Bwatia amachiko buna arure nabarai una enchhera eyemo yoborendi erio korenda oborendi bwenyoro kiao.
3203,Security,PSA,"Report suspicious activities linked to gangs, terrorism, or violent demonstrations.","Manyia abagambi igoro yrbikoru biechitangutangu bibwatekaine nobokebago bwabanto abange, okoruta chipomu, gose okoroberekana kwobotindi."
3204,Security,PSA,Follow travel advisories and avoid high-risk areas to ensure personal safety,Bwatia amachiko nogosemigwa ase obotari na kabe are korwa ase aria aregire nechisagano goikerania oborendi bwao aye omonyene.
3205,Security,PSA,"Alert authorities to security risks during protests, robberies, or unrest in your area","manyia abagambi igoro yokogosereria kwoborendi chingaki chiokoroberekana, oboibi, gose chiminano aase ekenyoro kiao."
3206,Security,PSA,Use technology and plea bargaining policies to report corruption and support swift case resolution,"Renta amo obokoreri bwetekinorochi amo nechinkwana komanyia igoro yobokorekanu, gotenenera amang'ana na konacha chiminano ase enchera engiya."
3207,Security,PSA,Participate in court briefings or civic sessions promoting zero tolerance for facilitation fees,Sanga ase chinkwana chia koti gose amatuko koti ekoumerana nabainchi gosegeta korwania korwa amaaki erio okorerwe emeremo.
3208,Security,PSA,Educate peers on amendments requiring public officers to declare gifts and prevent conflicts of interest,Somia bigori biao igoro yamaonchorerio yamachiko aganetie abanto korwa ebirengererio biabo ase ogochika korengete abakori emeremo beserikari komanyia chinibo babwate na goteba ebire baetwe buna ebieegwa gotanga dkorora nga emeremo yabo teri nogwanchereria.
3209,Security,PSA,Leverage media platforms to expose corruption and protect public assets,Abariki na komanyia amangana nere buya batumie ribaga riabo rigare nechinguru chiokomanyia gwasioria na korwania obokorekanu na korenda enobo yabainchi.
3210,Security,PSA,Highlight corruption issues in your county and urge leaders to enforce accountability,Teba ebinto ebikorekanu nobokorekanu bore ase ekaonti yao na koboria abarai basugume obotenereri obuya.
3211,Security,PSA,Support youth engagement and integrity clubs in local events to prevent corruption.,Konya abasae ase gokwanerana na gosoa ebiombe biogotenera ekeene ase emeyega yebinyoro buna enhera eyemo yotanga obokengeka.
3212,Security,PSA,Attend anticorruption oversight training and workshops to deepen awareness and behavior change,Ika ase amoorokererio igoro yokomongera na gosanga gokong'ia okomanya namaonchorerio yebikoro.
3213,Security,PSA,Engage in community programs that systematically root out corruption and rebuild public trust,Bwaterana nemeroberio yebinyoro eyio egokinana nobokorekanu gati yobogambi koiya obokorekanu na koirania okwegena kwa abanto ase obogambi.
3214,Security,PSA,Report corrupt officials to reinforce zero tolerance in institutions.,Karue amang'ana igoro yabakoreri abakorekanu gosegeta gokora obokorekanu as chiofisi.
3215,Security,PSA,Encourage private sector collaboration under integrity frameworks for unified anticorruption action,Kae omoyo abanyabiasara kobwaterana inse yamachiko obokeene gokinana keboamo gokora obokengeka.
3216,Security,PSA,Participate in campaigns promoting societal values and ethical behavior,Kabe oyomo ase ogosegeta engencho yoboamate obuya nobwegenwa korengana nengencho yekenyoro.
3217,Security,PSA,Join public awareness events emphasizing the impact of corruption on human dignity,Ikerana ase okonyorana nabande kobamanyia obobe bwobokorekanu korngana namasikani ekemwanyabanto.
3218,Security,PSA,Support automation and reforms in the judiciary to expedite corruption-related cases.,Segeta obokoreri bwegeintaneti ase chikoti namaonchorerio ande erio kwangoi okogamba kwebina biobokorekanu.
3219,Security,PSA,Use technology and social media to participate in anti-corruption campaigns.,Tumia tekinorochia nebiombo biokomanyia amang'ana erio korwa ebirengererio biao ase ogokinana nobokorekanu.
3220,Security,PSA,Advocate for stronger anti-corruption measures to safeguard human rights.,Suguma amaonchorerio yaamachiko akorwania obokengeka korende obonge mwanyabanto.
3221,Security,PSA,Encourage the passage and enforcement of laws banning convicted individuals from public procurement,Segeta ogoetigwa kwa amachiko agotanga baria banyorekanire koba abakorekanu gotasoa ase sobogori bwechitenda gokorera eserikari.
3222,Security,PSA,Report economic crimes and procurement fraud to demonstrate community commitment to justice.,Manyia abarai igor obosaria bwobogoko nobokengeka ase okogora chitenda chieserikari buna enchera yokworokia okobwaterana nebinyoro gokora ekeene.
3223,Security,PSA,Follow strategic plans like the Kenya Integrity Plan to enhance sector-wide transparency,Bwatia omoroberio bwogokora emeremo buna oria o 'Kenya bwobokeene (Kenya Integrity Plan) kwangoi obokoreri ao ao bwa maiso marore ase eserikari.
3224,Security,PSA,Monitor recovered public assets and advocate for their use in community welfare projects,Mongera buna enibo eria baibetwe na koiranigwa na gosuguma korora yatumekire gokora emeremo yogokonya ebinyoro.
3225,Security,PSA,Support frameworks that consolidate efforts to combat corruption effectively,Sira emeroberio ekoreta amo chinguru chiokinana nobokorekanu ase enchera ebwenerete.
3226,Security,PSA,Participate in national celebrations or campaigns that emphasize ethics and integrity,Ikerana ase amatuko amanene yemeyega yeserikari gose chinkwana egokwanera igoro yekeene.
3227,Security,PSA,Stay informed about government anti-corruption measures and encourage compliance,Tigara komanyete buya emeroberio yeserikari gokinana nobokengeka ere na segeta abanto gosika amachiko.
3228,Security,PSA,Engage in local initiatives to support global anti-corruption efforts and treaties.,Bwaterana nemeroberio yanka gosira ense engima korwania obokorekanu namachiko aye.
3229,Security,PSA,Raise awareness about corruption effects to encourage ethical conduct among citizens,Manya abanto obobe bwobokengeka erio koa abanto omoyo gokorera abande buya.
3230,Security,PSA,Report illicit activities to help recover stolen assets and support law enforcement,Karwe eripoti gochia abambi gose abasikari igoro yabinto ebibe bigendrete gochia ase abagambi gose abasikari gokonya koirania ebinto biaibetwe buna enhera eyemo yogokongia amachiko gokora emeremo.
3231,Security,PSA,Act as a community watchdog to promote transparency and improve service delivery.,Kabe omomongeria bwekenyoro kiao gosegeta obomaiso marore nobokoreri obuya.
3232,Security,PSA,Join civil society initiatives to advocate for transparency and governance reforms.,Soa ase omoroberio bwa NGO erio gosegeta obomaiso marore gose obokeene namaonchorerio buna obogambi bobwenerete koba .
3233,Security,PSA,Warn drivers about dangers of weaving between traffic; stay alert.,Kurera omonterefa ekero akomigereria ase chirori chinyinge chire; kabe maiso.
3234,Security,PSA,Reduce speeds near schools during opening and closing hours.,Keania orgendo rwegari aange nechisukuru chingaki bagosoa na gosoka korwa esukuru.
3235,Security,PSA,Adjust vehicle mirrors to eliminate blind spots.,Onchora ebirire bierori biria bikogonya korora magega erio otange omobasekano.
3236,Security,PSA,Manage road rage with practical psychological tips.,Tiga korundia erori ekero ore nobororo ase ogotanga korenta obororo bwao ase epara.
3237,Security,PSA,Turn on headlights before dark for safer driving.,Okia chitochi chierori yao ekero bwaansire komuramura gokogendi erori yao gotanga omobasekano.
3238,Security,PSA,Teach children safe road crossing techniques.,Somia abana engencho engiya yogotamboka epara ase okorigereria moino na moino ataramboka.
3239,Security,PSA,Demonstrate proper overtaking on highways to prevent accidents,Orokereria okogendi erori buya ekero ogoetania eyende ase chipara chinene gotanga emebasekano.
3240,Security,PSA,Encourage passengers to identify unsafe matatus.,Segeta abakorina chirori buna bakomanya matatu etabwati ebiganeirie ase epara nobogendi obuya.
3241,Security,PSA,Adapt driving techniques for rainy season conditions.,"Kabe maiso buna okogendia erori chingaki chiembura ekero epara ere entereru, ritaturi rireo na kegendia erori ng'ora ng'ora."
3243,Security,PSA,Use proper braking techniques in emergencies.,Manya buya chingaki obwenerete kobwata chibureki chingaki chiemebasekano.
3244,Security,PSA,Follow correct procedures when your vehicle breaks down.,Bwatia emeroberio emeronge ekero erori yao yasarekeire nchera.
3245,Security,PSA,Navigate roundabouts safely; know the rules.,Kabe maiso ekero ogosoa amatabekani: bwatia amachiko obogendi chirori.
3246,Security,PSA,Share the road safely with cyclists.,Renda korora ng'a kwarure ribaga rigiya ase abagendi chinyange ekero mogoetana.
3247,Security,PSA,Avoid accidents in crowded parking lots; stay vigilant.,Renda gotakora omobasekano aase chirori nabanto bare abange; kabe omong'aini.
3248,Security,PSA,Provide school bus drivers and monitors with safety textlines.,Karwe abarundia bechirori chiesukuru na bamongere ase okobaa chianga chiria chikomesa ase egsunte.
3249,Security,PSA,Warn drivers of wildlife crossing zones on highways.,Beka chisaini epara chikworokia ase chingiti chirosana chigotambera epara ase chipara chinene.
3250,Security,PSA,Maintain safe following distances while driving.,Karwe ribaga risaine kore epara korundia erori are korwa erori ere motwe.
3251,Security,PSA,Merge safely onto busy highways.,Bwatia araini eyemo kogosoa ase epara enene ere nechirori chinyinge.
3252,Security,PSA,Use fog lights correctly to enhance visibility.,Okia ebitochi biria ebike bierori yao kore para kworokia ng'a erori ngocha ere.
3253,Security,PSA,Save emergency numbers in your phone.,Beka chinamba chiesimi orarangerie konyora ogokonywa chingaki chiomobasekano
3254,Security,PSA,Follow special safety tips when driving during holidays.,Bwatia emeroberio yabeene ekero okogendia erori chingaki chiamatuko yogotimoka korwa egasi.
3255,Security,PSA,Support education for street children; success stories inspire action.,Sira emeroberio yechisemi ase abana baria bameneyete ebisona ase emechie emenene; emegano yebitambokero biobobui ngosegta bire kobogoria etambokero.
3256,Security,PSA,Intervene against domestic violence; support community initiatives.,Bogoria egetmbora gotanga abanto gokorerwa bobe na goitwa; sira emeroberio yekenyoro.
3257,Security,PSA,Promote inclusive entrepreneurship; highlight visually impaired business owners.,Segeta ebiasara ase abanto bonsi; Beka ekiorokererio ase ebiasara bigokorwa nabanto bare noborema.
3258,Security,PSA,Educate on resolving land inheritance disputes for women.,Somia abanto komanya buna bagokora emechando yemegondo korwa okoboko oko gochia okonde ase abang'ina.
3259,Security,PSA,Provide hotlines for reporting police abuse safely.,Karwe chinamba chia moreromorero koripoti amagoso abasikari otari namochando.
3260,Security,PSA,Expose child labor in plantations; encourage reporting.,Asioria igoro yobosomba ase abana ase emegondo emenene; Segeta okoripoti.
3261,Security,PSA,Know your constitutional rights to protest and speak freely.,Manya oboronge bwao bwamachiko koroberekana na gokwana otari gochandwa nonde.
3262,Security,PSA,Support community health volunteers to ensure rural access.,Sira emeremo yabokori emeremo yobochenu bokwerwa goseta nga obokoreri boikera bonsi.
3263,Security,PSA,Document and resist illegal evictions; share lessons learned.,Rika na gokana okonganyigwa kwa abanto ase enchera etari engiya; sanga amo amang'ana obobui.
3264,Security,PSA,Highlight refugee entrepreneurship success stories.,Orokia emegano yoyobui ase ebiasara gati ya baria batamete chisegi korwa sobo.
3265,Security,PSA,Raise awareness about the gender pay gap in corporate Kenya.,Manyia abanto igoro gotareng'anana ase emesaara gati ya banto bechingencho chionsi ase Kenya yaito eye ere mberogoikera amagenderero.
3266,Security,PSA,Guide citizens on reporting workplace harassment step-by-step.,Manyia abanto omoroberio omoronge babwenerete kobwatia korwa eripoti ase ogokorerwa bobe ase emeremo.
3267,Security,PSA,Advocate for indigenous community land rights; share documentaries.,Rwanerera oboronge bwemegondo yebinyoro yechikoro; sanga igoro yamang'ana yemegondo eyio arikire.
3268,Security,PSA,Support residents fighting for access to water and basic services.,Sira emeroberio yabamenyi konyora amache nebinto biengencho bibabwenerete.
3269,Security,PSA,Educate on legal consequences of ethnic incitement.,Somia abanto komanya obobe bwogosegeta chiburaburu gati yebisaku.
3270,Security,PSA,Campaign to end stigma against mental health patients.,Omoroberio bwogosemia gotanga gochaya abarwaire bebiregerio biobongo.
3271,Security,PSA,Explain legal rights when arrested to the public.,Manyia abanto oboronge bwao bwamachiko ekero kwabwatirwe nabanto.
3272,Security,PSA,Protect children from forced marriages; raise awareness.,Renda abana korwa enywomo ya mapema; manyia abanto.
3273,Security,PSA,Safeguard personal data on social media.,Renda amangana igoro yao are ase eintaneti.
3274,Security,PSA,Promote awareness on winning discrimination cases.,Segeta okomanya igoro yokobua ebina biogobaguliwa.
3275,Security,PSA,Train citizens on accessing government documents.,Somia abanto buna baranyare goikera amang'ana eserikari.
3276,Security,PSA,Showcase corruption exposés that led to policy changes.,Ogwasioria kwobokorekanu kwaretete oboonchoreria ase amachiko.
3277,Security,PSA,Campaign for free sanitary pads in schools.,Okoboria ng'a ebitambaa biokorenda abana abanyaroka besukuru chingaki chiabichiomotieny bia bosa.
3278,Security,PSA,Train police in non-discriminatory policing.,Somia abasikari igoro yamachiko yogotabagua abanto.
3279,Security,PSA,Report accessibility issues in public buildings for disabled persons.,Orokia ase chinchera chiabaremaru chire ase chinyomba chiekorofa kobakonya korina.
3280,Security,PSA,Host panels for victims of ethnic discrimination.,Kabe nechinkwana chiogosemia na gokonyana ase baria bapaguriigwe kebosaku.
3282,Security,PSA,Educate on bail and bond rights.,manyia abanto igoro yokobeka ebondi na oboronge bwomonto kobeka ebondi.
3283,Security,PSA,Investigate abuse of domestic workers; raise public awareness.,Tuka buya amangana yabakori emeremo yechinka; Kongia okomanyia abanto obobe bwogokorera bobe abakori emeremo bnka.
3284,Security,PSA,Report any unethical conduct in your community to protect public resources and strengthen institutions,Karwe eripoti igoro yebinto ebibe bigenderete ase ekenyoro kiao erio korenda enibo yekenyoro na gokongia obokoreri.
3285,Security,PSA,Promote youth inclusion in decision-making; get involved in local governance.,Segeta okobwaterana nabasae ase okorosia amachiko; sanga ase obogambi bwekenyoro.
3286,Security,PSA,Train journalists on unbiased reporting; uphold media integrity.,Egeria abariki amangana ase enchera etari koengera gochia ensemo eyemo; Beka motwe amachiko yoboriki
3287,Security,PSA,Share former inmate experiences to advocate for prison reforms.,Tumia emegano korwa bariabasibirwe chichera gosuma amaonchorerio buna abasibwa bakorendwa.
3288,Security,PSA,Provide confidential helplines for LGBTQ+ Kenyans facing violence.,"Karwe chinamba chiabobisi korangeria ogokonya ase baria baitabete obwanchani bwa abasacha ase abasacha, abakungu ase abakungu na baria kimaumbire batari bakungu gose basacha - babwate obosacha nobokungu amo bionsi aiga Kenya abwo bagendererte gokorebwa bobe."
3289,Security,PSA,Support mobile legal aid clinics serving rural communities.,"Konya, karwe chibesa, na roberia buna orabwaterane nabagambi ebina kotini goikera baria bare risabu korwa obogambi bwa bosa kobakonya konyora ekeene kiabo."
3290,Security,PSA,Highlight stories of transgender students fighting for education rights.,Karwe emegano yabanna baria batari basacha gose bakungu - bare bionsi bnagendererete korwanerera oboronge bwabo.
3291,Security,PSA,Showcase success stories of refugees integrating into Kenyan communities.,Manyia igoro yokogenderera kwa baria batamire chisegi korwa sobo komenya buna Abakenya.
3292,Security,PSA,Transform street children’s lives through shelter programs.,Onchoreria obogima bwa abana bamenyete ebisona ase chitaoni ase okobaa oboraro nechinchera chiokobaonchoreria gochia obogime obuya.
3293,Security,PSA,Educate the public on ongoing legal reforms promoting equality.,Manyia abanto igoro yamaonchorerio agendererete arengete oboreng'ananu bwa abanto bonsi.
3294,Security,PSA,Advocate for better mental healthcare in correctional facilities.,Rwanerera oborendi obuya bwabarwaire bobongo goetera obobwenia obuya aaria ase bakorenderwa.
3295,Security,PSA,Expose forced labor in agriculture through undercover investigations.,Asioria ogokorigwa emeremo otancheti ase oboremi goetera obotuki bwansense.
3296,Security,PSA,Teach endangered native languages in schools to preserve cultural heritage.,Somia omonwa iono ase esukuru ase engencho yokorenda oboikeranu bwekienyechi kiaino.
3297,Security,PSA,Use official hotlines and online portals to anonymously report corruption for prompt law enforcement action.,Tumia chiraini chieinteneti chiabeene na chiria korwa eripoti igoro igoro yobokorekanu otari kwemanyekani erio ebitambokero bibogorigwe
3298,Security,PSA,Learn how corruption affects services and educate your community to prevent it,Learn how corruption affects services and educate your community to prevent it
3299,Security,PSA,Demand accountability from public officials and uphold ethics to reduce corruption risks.,Boria komanyigwa buna abakori emeremo beserikari na renda ekeene gotanga obokorekanu.
3300,Governance,PSA,"Addressing the country on Monday, November 3, 2025, after days of unrest that left several towns tense, President Samia said the government was closely monitoring the situation and urged citizens to uphold unity and calm as security agencies work to restore order.","Gokwanera ense rituko rietichirimo, omotienyi 11 chiatriki 3, omwaka 2025, nyuma yamatuko omoburukano ase emechie yechitaoni chinyinge kogoseka, Omoraisi Samia agateba ng'a eserikari nigo yare maiso ase ayagendererete na gosaba abanto babe nobomo na abatoereru ekiagera abarendi oborendi ngotema bare koirania obotoereru."
3301,Governance,PSA,The National Police Service has affirmed its commitment to the fight against narcotics and illicit brews while encouraging members of the public to support the fight by providing relevant information.,Ekeombe kiobokoreri kia abasikari kuianekirie ng'a okwerua kwaye korwania amariogo agotindia amo namarua ekienyeji na gosegeta abanto kobabwatisia ase emerobeio eyio ase okobamanyia ase amangana ayio agokoreka.
3302,Governance,PSA,"We encourage members of the public to support the fight by providing relevant information, NPS added.","Nigo togesegeta abanto gotobwatisia esegi eye goetera okomanyia abasikari ayarengete obobe obwo , ekeombe keria kia abasikari (NPS) kiagesete."
3303,Governance,PSA,"Members of the public are encouraged to support this initiative by sharing information on suspicious activities and joining efforts to protect communities, especially the youth, from the dangers of drug and substance abuse, NPS said.","Abanto bonsi basegetirwe kobwatisia omoroberio oyo ase okobwaterana goetera okomanyia abasikikari igoro yebikoru bare nechitang'utang'u nabirobio na ase oboama korende ebinyoro biabo, mono kegima abasae, kporwa ase omochando bwamariogo nebinto bigotindia, NPS batebete."
3304,Governance,PSA,"By 2 days ago EU urges Tanzanian authorities to exercise restraint amid post election unrest British High Commission in Tanzania advises against all but essential travel to the country, cites disruption and unrest following the October 29 election.","Ase amartuko abere aerire ekeombe kiabomo bwa Bongeresa EU nigo kegosaba ng'a abarai ba Tanzanian berite ase eburaburu egendererete nyuma yobochori bware neminano bwaretete eburaburu, Omobarosi bwense ya British aaria Tanzania narwete ogosemia igoro ya ayio onsi korenda ase baria bakoyetarera Tanzania ase ngencho yomoburukano bwemechie ase engencho yechikura chintancheranetwe."
3306,Governance,PSA,"By 1 month ago Police appeal for leads in Narok woman's assault Police urge public to share information to aid in arresting suspects filmed assaulting a woman in Narok, condemn act as barbaric, and vow justice.","Ase omotienyi oyomo oetire babeire bakorigia ogonywa ase obotuki igoro yomokungu asaganetwe nabasacha aaria Narok. Abasikari nigo bagosaba abanto kobamanyia serio gokonya ase okobwatwa kwabakagerwa abwo babwatetetwe chibicha buna bare komorwania omokungu aaria Narok, na gokororeria egekoro ekio buna ekiobosaria na koenekia nga ekkene ngekoreke."
3308,Governance,PSA,"By 2 days ago EU urges Tanzanian authorities to exercise restraint amid post election unrest British High Commission in Tanzania advises against all but essential travel to the country, cites disruption and unrest following the October 29 election.","Ase amatuko abarere aerire, ekeombe kiobomo bwa Bongereza (EU) giasabire abarai ba Tanzanian kwerita nyuma yomobukano bwechikura chitancheranetwe omobarosi bwense ya British aaria Tanzania igoro yechibabari chiengencho ime yense, ase omoburukano bwechikura omotienyi 10 chitariki 29."
3310,Governance,PSA,"As part of the ongoing government initiative to encourage residents to surrender illegally held firearms, the Sub-County Security Team in Tiaty Central, Baringo County, today, 5th November 2025, received two AK-47 rifles and five rounds of ammunition.","Buna enchera eyemo yomoroberio bweserikari bwogoseta abanto koirania chibunduki chire ase ababoko abo gochia abdisi (DCC), abateneneri boborendi bwemechie emeke yechikaonti aariaTiaty ya Gati, Ekaonti ya Baringo, rero, chitariki 5 chiomotienyi 11 omwaka 2025, chiunduki 2 chia AK-47 na amasasi 5 amasasi atano mbiairanetigwe."
3311,Governance,PSA,"NPS remains committed to working closely with local communities, National Government Administration Officers, and other stakeholders to promote peaceful coexistence and ensure the safety of all citizens, residents, and visitors through sustained disarmament and community policing initiatives, the statement read.","Ekeombe kia abasikari bobokoreri (NPS) nkierwete gokora emeremo yaye ase okobwaterana nebinyoro, abakoreri obokoreri bweserikari enene, nabasangi bande gosegeta oboamate obuya nokomenya nomorembe buna enchera eyemo oborendi ase abanto bonsi,abamenyi, na abageni goetera okorusia chibinduki ase amaboko abanto nomoroberio bwabarendi boborendi , buna enkwana eio yatebete."
3312,Governance,PSA,Authorities are now appealing to members of the public to support ongoing efforts to combat crime by sharing information that could aid investigations.,Abarai bono appealing to members of the public to support ongoing efforts to combat crime by sharing information that could aid investigations.
3313,Governance,PSA,"By 3 days ago EU urges Tanzanian authorities to exercise restraint amid post election unrest British High Commission in Tanzania advises against all but essential travel to the country, cites disruption and unrest following the October 29 election.","Ase amatuko atato aerire, Ekeombe kiobomo Kia Boraya (EU) giasabire abarai ba Tanzanian kwerita igoro yomoburukano bwechikura chitancheranetwe aobobarosi o'British aaria Tanzania orure ogosemia igor yechibari chiengencho ase emchie yonsi ase ense eyio, eburaburu ase emechie emene omotienyi 10 chitariki 29 chiobochori."
3314,Governance,PSA,"It warned the public about the widespread misinformation online regarding claims that registration was open, stating these claims are fraudulent.","Yarwete ogokurerwa ase abanto igoro yamangama ankuma gose oborimo goetera eintaneti igoeo yokongainereria nga okwerika gwechikura nkwaigoretwe, na komanyia abanto nga chinkwana echio nechioborimo."
3315,Governance,PSA,"Photo Kenya High Commission The Commission further encouraged Kenyans to continue with their lawful day-to-day activities without fear, noting that no incident targeting Kenyan nationals had been reported so far .","Ebicha yomomobaro o'Kenay Omobarosi nigo agendererete gosegeta Aba'Kenya kogenderera nechigasi chiabo chia kera rituko buna abanto barendete richiko batari nabwoba, , okobamanyia ng'a mo'Kenya onde tari bwatoirwe ase ase obosaria obwo ."
3317,Governance,PSA,"According to Sakaja, to prevent such situations, the county government is encouraging residents to register with SHA, ensuring that the programme can reimburse hospitals for patients unable to pay.","Korengana nebirengererio bia Sakaja, gotanga chingencho chinga buna echio, eserikari yekaonti yasabire abanainchi kwerika na neisurance yanyagitari ya SHA, koenekia, nga omoroberio oyio oSHA noiranie chibesa chiria chigoakanwa nyagitari ase abria batari konyara goakana."
3318,Governance,PSA,"The National Police Service commends the continued cooperation of local residents in supporting this initiative to enhance peace, security, and stability in the region.“We encourage the public to maintain their support by providing information at their nearest police station, or by calling 999, 911, or 112.","Ekeombe kia abasikari bobokoreri (NPS) bagokeire kogenderera kobwaterana nabanto ase ogosira omoroberio oyo erio goikerania omorembe, oborendi, na gotenena bokong'u ase orogongo. Nigo togosaba abanto babe noboremu nagosira emeremo eye goetera okorwa amangana gochia porisi ere ang'e, gose goetera goaka esimi 999, 911, gose 112."
3319,Governance,PSA,"We urge members of the public to provide any information that may assist in their arrest, the report stated in part.","Twasabire abanto bonsi korwa manag'ana and onsi aranyare gokonya okobwatwa kwabo, buna eripoti ayio yatebete."
