PSA_ID,Domain,en,guz,source_tag,en_clean,guz_clean,len_ratio,sw_clean
3718,Governance,"Raila In Wajir: Former Prime Minister Raila Odinga intensifies consultations ODM leader engages residents, local leaders for feedback Raila hits back at Gachagua over  State House traps  remarks","Raila ime ya Wajir: oyokabeire omoprimu minister Raila Odinga onting'irie ogosanga eberengerio amo nabarai ba ODM, qmo nabarai bande amo nabamenyi. Boigo omoiraneirie Rigathi Gachagua ase amang'ana aye yemetego chimbambo ase wnyomba enene yoborai bwense..",,"Raila In Wajir: Former Prime Minister Raila Odinga intensifies consultations ODM leader engages residents, local leaders for feedback Raila hits back at Gachagua over ̃State House traps remarks","Raila ime ya Wajir: oyokabeire omoprimu minister Raila Odinga onting'irie ogosanga eberengerio amo nabarai ba ODM, qmo nabarai bande amo nabamenyi. Boigo omoiraneirie Rigathi Gachagua ase amang'ana aye yemetego chimbambo ase wnyomba enene yoborai bwense..",0.756862745,"Raila In Wajir: Waziri Mkuu wa zamani Raila Odinga anaimarisha mashauriano Kiongozi wa ODM anawahimiza wakazi, viongozi wa ndani kupata maoni Raila anajibu Gachagua kuhusu 'Maoni ya nyumba ya serikali"
3719,Governance,"Self-help-groups in Thika, Kiambu county have received posho mills from well wishers in collaboration with local leaders. This was in a bid to help the cluster groups comprising youths and women start generating income. #NTVAtOne",Ebiombe ime ya Thika ekaunti ya kiambu banyorire ogokonywa gwechitinga korwa ase abasani bokogania okuya kobwaterana  amo nabarai babo erio kwegendereria ase emeroberio ya maganderero ase ensemo ya basket nabang'ina. erio kwegendereria ase obonchooreria bwabo.,,"Self-help-groups in Thika, Kiambu county have received posho mills from well wishers in collaboration with local leaders. This was in a bid to help the cluster groups comprising youths and women start generating income. #NTVAtOne",Ebiombe ime ya Thika ekaunti ya kiambu banyorire ogokonywa gwechitinga korwa ase abasani bokogania okuya kobwaterana amo nabarai babo erio kwegendereria ase emeroberio ya maganderero ase ensemo ya basket nabang'ina. erio kwegendereria ase obonchooreria bwabo.,0.884169884,"Vikundi vya kujisaidia katika Thika, Kaunti ya Kiambu vimepokea viwanda vya posho kutoka kwa watu wanaotaka mema kwa kushirikiana na viongozi wa ndani. Hii ilikuwa katika jitihada za kusaidia vikundi vya klasa vinavyojumuisha vijana na wanawake kuanza kupata mapato. #NTVAtOne"
3720,Governance,President Ruto In Kiambu: President s tour of Mt. Kenya marred by local politics Kiambu Governor calls for respect among local leaders President Tuto says Kenya on path of economic recovery,abarainhosikana na Ruto goteba Kenya nere ase enchera engiya yokorosia okonyora kwaye.,,President Ruto In Kiambu: President s tour of Mt. Kenya marred by local politics Kiambu Governor calls for respect among local leaders President Tuto says Kenya on path of economic recovery,abarainhosikana na Ruto goteba Kenya nere ase enchera engiya yokorosia okonyora kwaye.,2.197674419,Rais Ruto In Kiambu: Ziara ya Rais ya Mlima Kenya imepigwa na siasa za ndani Kiambu Gavana anaomba kuheshimiwa na viongozi wa ndani Rais Tuto anasema Kenya iko njiani ya kupona kiuchumi
3721,Governance,Insecurity in Baringo: Security committee on tour to assess security situation. Local leaders want victims of banditry compensated #CitizenWeekend,bonsi baria babwateranetwe ase obobegu goakanwa. #citizen weekend.,,Insecurity in Baringo: Security committee on tour to assess security situation. Local leaders want victims of banditry compensated #CitizenWeekend,bonsi baria babwateranetwe ase obobegu goakanwa. #citizen weekend.,2.212121212,Usalama katika Baringo: Kamati ya Usalama inachunguza hali ya usalama.Viongozi wa eneo wanataka wahasiriwa wa uhalifu wapate fidia #CitizenWeekend
3722,Governance,Rescue Centre Torture Probe: Human rights activists call on local leaders to stop politicising the alleged torture claims being perpetrated at the Eldoret Rescue Centre.,okoringoria kwogochandwa ase chinyomba chiria chiokobisa ababwateranirie nobounereria: Abaegereri boboene bwa'mwanyabanto barure okoboria  abarai gotiga korenta siasa ase keria kogetebwa buna obounereria kegokorwa ase enyomba yobotoria ya Eldoret.,,Rescue Centre Torture Probe: Human rights activists call on local leaders to stop politicising the alleged torture claims being perpetrated at the Eldoret Rescue Centre.,okoringoria kwogochandwa ase chinyomba chiria chiokobisa ababwateranirie nobounereria: Abaegereri boboene bwa'mwanyabanto barure okoboria abarai gotiga korenta siasa ase keria kogetebwa buna obounereria kegokorwa ase enyomba yobotoria ya Eldoret.,0.68699187,Kituo cha Uokoaji Torture Probe: Wanaharakati wa haki za binadamu wanawaomba viongozi wa eneo hilo waache kufanya siasa madai ya mateso yanayotekelezwa katika Kituo cha Uokoaji cha Eldoret.
3723,Governance,"Kilifi Rejects Nuclear Project Kilifi leaders have unanimously opposed the proposed multibillion-shilling Uyombo nuclear power plant, citing environmental risks to local communities.","Abamenyi ba vilified bakanire omoroberio bwechinguru chianiukiria ime ya kilifi. Abarai ime ya kilifi bakanire ase eriogi erimo omoroberio bwechimguru chianiukiria oyio okageire koba bwechibesa chinyinge mono ase ekewango giechibirioni. Uyombo nuclear power plant, bagoteba obwoba bwabo nkoreng'ana nogosareka kwe'bitoonchokanaine gochia ase abamenyi bensemo eyuo.",,"Kilifi Rejects Nuclear Project Kilifi leaders have unanimously opposed the proposed multibillion-shilling Uyombo nuclear power plant, citing environmental risks to local communities.","Abamenyi ba vilified bakanire omoroberio bwechinguru chianiukiria ime ya kilifi. Abarai ime ya kilifi bakanire ase eriogi erimo omoroberio bwechimguru chianiukiria oyio okageire koba bwechibesa chinyinge mono ase ekewango giechibirioni. Uyombo nuclear power plant, bagoteba obwoba bwabo nkoreng'ana nogosareka kwe'bitoonchokanaine gochia ase abamenyi bensemo eyuo.",0.5,"Kilifi alikataa mradi wa nyuklia Kilifi viongozi wamepinga kwa umoja mpango wa bilioni nyingi za shillings za umeme wa nyuklia wa Uyombo, wakitaja hatari za mazingira kwa jamii za ndani."
3724,Governance,"West Pokot Governor Simon Kachapin has criticized a section of local leaders, accusing them of engaging in divisive, toxic, and deceitful politics intended to derail development and promote sabotage.","Omogabana opokot ya sugusu obamochirie egati yabarai bensemo eyuo ase ogokora siasa yokobagana abanto, yendamwamu amo neyo'bong'ainereria ere nekerenga yogoirania amagenderero ye'nsemo eyuo maega naboigo yokogochana.",,"West Pokot Governor Simon Kachapin has criticized a section of local leaders, accusing them of engaging in divisive, toxic, and deceitful politics intended to derail development and promote sabotage.","Omogabana opokot ya sugusu obamochirie egati yabarai bensemo eyuo ase ogokora siasa yokobagana abanto, yendamwamu amo neyo'bong'ainereria ere nekerenga yogoirania amagenderero ye'nsemo eyuo maega naboigo yokogochana.",0.921296296,"Gavana wa West Pokot Simon Kachapin amekuwa akishutumu sehemu ya viongozi wa eneo hilo, akiwashtaki kwa kushiriki katika siasa za kugawanya, sumu, na za udanganyifu zinazolenga maendeleo na kukuza uchochezi."
3725,Governance,School For The Deaf: Safaricom Foundation funds refurbishment of school Chikombero School has learners with hearing impairment Local leaders call for investment in special needs schools,Esukuru Yemetino:ekeombe kioboroso bwa'safaricom kiarure chibesa echio chirakonye ase okobarera esukuru yemetino ya chikombero eyuo ebwate abaorokigwa babwate omochando bwoboremerwa bwokoigwa. Abarai ase ensemo eyuo barure okoboria ase enibo kobekwa ase ensemo yechisukuru chia abatari kwenyara kemobere.,,School For The Deaf: Safaricom Foundation funds refurbishment of school Chikombero School has learners with hearing impairment Local leaders call for investment in special needs schools,Esukuru Yemetino:ekeombe kioboroso bwa'safaricom kiarure chibesa echio chirakonye ase okobarera esukuru yemetino ya chikombero eyuo ebwate abaorokigwa babwate omochando bwoboremerwa bwokoigwa. Abarai ase ensemo eyuo barure okoboria ase enibo kobekwa ase ensemo yechisukuru chia abatari kwenyara kemobere.,0.608552632,Shule kwa viziwi: Safaricom Foundation inachangia ukarabati wa shule Shule ya Chikombero ina wanafunzi wenye ulemavu wa kusikia Viongozi wa mitaa wanaomba uwekezaji katika shule za mahitaji maalum
3726,Governance,Improving schools infrastructure Nyahururu leaders call on government to build classrooms Local MPs pledge to invest part of NG-CDF on infrastructure,koenekia amaagacho amaya ase chisukuru abarai ime ya Nyahururu barure okoboria ase eserekari kwagacha ebirasi ase abachumbe bensemo eyuo barure chiira gochia kobeka enibo ya NG-CDF ase okorosia nakobareera ebirasi ase ensemo eyuo.,,Improving schools infrastructure Nyahururu leaders call on government to build classrooms Local MPs pledge to invest part of NG-CDF on infrastructure,koenekia amaagacho amaya ase chisukuru abarai ime ya Nyahururu barure okoboria ase eserekari kwagacha ebirasi ase abachumbe bensemo eyuo barure chiira gochia kobeka enibo ya NG-CDF ase okorosia nakobareera ebirasi ase ensemo eyuo.,0.647826087,Kuboresha miundombinu ya shule Viongozi wa Nyahururu wanaitaka serikali kujenga vyumba vya darasa Wajumbe wa Mitaa waahidi kuwekeza sehemu ya NG-CDF katika miundombinu
3727,Governance,"A family in Kirimangai Village, Nyandarua, has been left homeless after a fire gutted their 4-bedroom house. They are appealing to local leaders and well-wishers for assistance",Enka eyemo ime yekenyoro kiakirimangai ime ya Nyandarua mbatigetwe batabwati obomenyo nyuma yenyomba yabo ebwate chinyomba chiokorara 4 koyia omorero. Barure okoboria ase abarai bensemo eyuo amo nabanto bonsi bokogania okuya kobakonya.,,"A family in Kirimangai Village, Nyandarua, has been left homeless after a fire gutted their 4-bedroom house. They are appealing to local leaders and well-wishers for assistance",Enka eyemo ime yekenyoro kiakirimangai ime ya Nyandarua mbatigetwe batabwati obomenyo nyuma yenyomba yabo ebwate chinyomba chiokorara 4 koyia omorero. Barure okoboria ase abarai bensemo eyuo amo nabanto bonsi bokogania okuya kobakonya.,0.74893617,"Familia moja katika kijiji cha Kirimangai, Nyandarua, imeachwa bila makao baada ya moto kuharibu nyumba yao ya vyumba vinne."
3728,Governance,UNITED WE STAND Villagers in Gatundu contribute and construct a makeshift bridge They are urging local leaders to construct a permanent bridge #KBCniYetu,ASE OBOMO NTOTENEINE abwo bare abamenyi ime ya Gatundu marketers chinibo chiabo ase okorosia ekiambokero kiemete. barure okoboria ase abarai babo kobaroseria ekiambokero egeikeranu.,,UNITED WE STAND Villagers in Gatundu contribute and construct a makeshift bridge They are urging local leaders to construct a permanent bridge #KBCniYetu,ASE OBOMO NTOTENEINE abwo bare abamenyi ime ya Gatundu marketers chinibo chiabo ase okorosia ekiambokero kiemete. barure okoboria ase abarai babo kobaroseria ekiambokero egeikeranu.,0.845303867,TUNAJIKOSHA WAKILI WA KITENGENU cha Gatundu wanachangia na kujenga daraja la muda wanawasihi viongozi wa eneo hilo wajenge daraja la kudumu #KBCniYetu
3729,Governance,MULEMBE NATION POLITICS Mudavadi asserts that UDA will win the Malava parliamentary by-election Local leaders urged to stop engaging in divisive politics,SIASA YA ABARUYA Mudavadi onsingereire goteba ng'a ekiama gia UDA nkebue ekerogo kiobochori oboke ase ensemo ye'bunge yamalava. Abarai baborigwe gotakora siasa chiokobagana abanto.,,MULEMBE NATION POLITICS Mudavadi asserts that UDA will win the Malava parliamentary by-election Local leaders urged to stop engaging in divisive politics,SIASA YA ABARUYA Mudavadi onsingereire goteba ng'a ekiama gia UDA nkebue ekerogo kiobochori oboke ase ensemo ye'bunge yamalava. Abarai baborigwe gotakora siasa chiokobagana abanto.,0.85,MULEMBE NATION POLITICS Mudavadi anasema UDA itafanikiwa katika uchaguzi wa bunge wa Malava Viongozi wa mitaa wameombwa waache kushiriki katika siasa za kugawanya
3730,Governance,"Local leaders in Lamu East have urged residents to unite and elect visionary leaders ahead of the upcoming general elections, citing slow development in the region. They urged the Bajuni community to support leaders committed to service and good governance. #KBCniYetu ^MM",Abarai ime ya lamu ya mocha baboririe abamenyi kobwaterana na gochora abarai babwate amaroro bosio bw'obochori obonene nagokwanera amagenderero ang'ora ase ensemo eyuo. Barure okoboria ase egesaku kiababajuni kobwateseia abarai baria bamagenderero no'bokoreri.#kbcniyetu^mm,,"Local leaders in Lamu East have urged residents to unite and elect visionary leaders ahead of the upcoming general elections, citing slow development in the region. They urged the Bajuni community to support leaders committed to service and good governance. #KBCniYetu ^MM",Abarai ime ya lamu ya mocha baboririe abamenyi kobwaterana na gochora abarai babwate amaroro bosio bw'obochori obonene nagokwanera amagenderero ang'ora ase ensemo eyuo. Barure okoboria ase egesaku kiababajuni kobwateseia abarai baria bamagenderero no'bokoreri.#kbcniyetu^mm,0.996336996,"Viongozi wa eneo la Lamu Mashariki wamewahimiza wakazi wa eneo hilo kuungana na kuchagua viongozi wenye vipaji vya macho kabla ya uchaguzi mkuu ujao, wakitaja maendeleo polepole katika mkoa huo."
3731,Governance,Lamu County Government Urges Liquor Board to Refrain from Licensing in High-Risk Areas.,Eserekari yekaunti ya Lamu yaboririe ekeombe keria getenenereteogwanchera oboonia bwamarwa kaborigwe gotaenana amakaratasi yogwancherwa ase chinsemo chiria chibwate emebasokano.,,Lamu County Government Urges Liquor Board to Refrain from Licensing in High-Risk Areas.,Eserekari yekaunti ya Lamu yaboririe ekeombe keria getenenereteogwanchera oboonia bwamarwa kaborigwe gotaenana amakaratasi yogwancherwa ase chinsemo chiria chibwate emebasokano.,0.491525424,Serikali ya Wilaya ya Lamu inashauri Bodi ya Vinywaji vya Kulevya yajiepushe na leseni katika maeneo yenye hatari kubwa.
3732,Governance,"Push For SHA Registration Nairobi county Woman Rep Esther Passaris, urges Kenyans to register for SHA to make it easy to access government health services.","Ogosegeta gokwerikia ase omoroberio bw'obobwenia SHA omobunge omosubati ase ase ekaunti ya Nairobi Esther Passages, oboririe abakenya kwerikia ase omoroberio bw'obobwenia SHA erio kobabera aororo goikera obobwenia obuya ase chinyagetari.",,"Push For SHA Registration Nairobi county Woman Rep Esther Passaris, urges Kenyans to register for SHA to make it easy to access government health services.","Ogosegeta gokwerikia ase omoroberio bw'obobwenia SHA omobunge omosubati ase ase ekaunti ya Nairobi Esther Passages, oboririe abakenya kwerikia ase omoroberio bw'obobwenia SHA erio kobabera aororo goikera obobwenia obuya ase chinyagetari.",0.654008439,"Push For SHA Registration Mwanamke wa Nairobi County Rep Esther Passaris, anawahimiza Wakenya kujiandikisha kwa SHA ili kuwe na urahisi wa kupata huduma za afya za serikali."
3733,Governance,"Nairobi County Government urges members of the public to identify and collect the bodies within one week, failure to which they will be disposed of at city cemeteries.","Eserekari yekaunti ya Nairobi yarure okoboria gochia ase abamenyi goikerana nakoenekia ng'a kwagara bare emebere ase egeka kwiewiki eyemo ere motwe, onye taribo, emebere eyuo nigo erachie koenigwa ase chimbera chikaunti eyuo.",,"Nairobi County Government urges members of the public to identify and collect the bodies within one week, failure to which they will be disposed of at city cemeteries.","Eserekari yekaunti ya Nairobi yarure okoboria gochia ase abamenyi goikerana nakoenekia ng'a kwagara bare emebere ase egeka kwiewiki eyemo ere motwe, onye taribo, emebere eyuo nigo erachie koenigwa ase chimbera chikaunti eyuo.",0.742222222,"Serikali ya Kaunti ya Nairobi inawasihi watu wajue na kukusanya miili ndani ya wiki moja, ikishindwa itaachwa kwenye makaburi ya jiji."
3734,Governance,80% of votes went to this government and we dont make noise. Treat us as good people. Tharaka Nithi governor Muthomi Njuki urges national government to fulfil commitments on county projects.,"Chikura 80% nigo chiachiete ase eserekari eye naende stories goaka eriogi, ase igo toilet buna abanto abaya. aya namang'ana aye omogabana o'tharaka muthomi njuki. Oboririe eserekari enene goikerania amagenderero aria barieretwe chiira  buna abanto bekaunti eyuo.",,"""80% of votes went to this government and we don't make noise. Treat us as good people."" Tharaka Nithi governor Muthomi Njuki urges national government to fulfil commitments on county projects.","Chikura 80% nigo chiachiete ase eserekari eye naende stories goaka eriogi, ase igo toilet buna abanto abaya. aya namang'ana aye omogabana o'tharaka muthomi njuki. Oboririe eserekari enene goikerania amagenderero aria barieretwe chiira buna abanto bekaunti eyuo.",0.739463602,"""80% ya kura zilienda kwa serikali hii na hatuna kelele.Tutendee kama watu wazuri"". Gavana wa Tharaka Nithi Muthomi Njuki anawahimiza serikali ya taifa kutimiza ahadi zake juu ya miradi ya kaunti."
3735,Governance,Isiolo Leadership Wrangles: Leaders demand an end to abductions of MCAs in Isiolo County Tupi urges government to restore order and security in Isiolo,Amaamereranio yoborai amatindi ime yekaunti ya isiolo: Abarai ime yekaunti ya isiolo bachikirie ogoigwa kegima oboochereri bwa bwa abachumbe bekaunti eyuo. Tupi oboririe eserekari koenekia omorembe nobotoereru ase ekaunti eyuo ya isiolo.,,Isiolo Leadership Wrangles: Leaders demand an end to abductions of MCAs in Isiolo County Tupi urges government to restore order and security in Isiolo,Amaamereranio yoborai amatindi ime yekaunti ya isiolo: Abarai ime yekaunti ya isiolo bachikirie ogoigwa kegima oboochereri bwa bwa abachumbe bekaunti eyuo. Tupi oboririe eserekari koenekia omorembe nobotoereru ase ekaunti eyuo ya isiolo.,0.632911392,Isiolo Leadership Wrangles: Viongozi wanataka kukomesha utekaji nyara wa MCAs katika Wilaya ya Isiolo Tupi anawahimiza serikali kurudisha utaratibu na usalama katika Isiolo
3736,Governance,"Isiolo Leaders Condemn Calls to Dissolve County Government, Urge Neighboring Leaders to Focus on Their Own Constituents.",Abaarai ime ya isiolo bagikeirie okogania kwogogania gweserekari yekaunti eyuo gotugutrwa are nakor?a okoboria ase abarai bechinsemo chionchokanaine ensemo eyuo gokora ayabachigetie ase chinsemo chiechibunge chiabo.,,"Isiolo Leaders Condemn Calls to Dissolve County Government, Urge Neighboring Leaders to Focus on Their Own Constituents.",Abaarai ime ya isiolo bagikeirie okogania kwogogania gweserekari yekaunti eyuo gotugutrwa are nakor?a okoboria ase abarai bechinsemo chionchokanaine ensemo eyuo gokora ayabachigetie ase chinsemo chiechibunge chiabo.,0.558139535,"Viongozi wa Isiolo wanahukumu wito wa kufutwa kwa serikali ya wilaya, wanawahimiza viongozi wa majirani kuzingatia wapiga kura wao wenyewe."
3737,Governance,Lamu County Assembly Speaker Azhar Mbarak urges national government to prioritise youth employment,Omonogeri bwekaunti ya Lamu Azhar Mbarak orure okoboria ase eserekari enene koa abasae ribaga rieritang'ani ase ogotoka kwemeremo.,,Lamu County Assembly Speaker Azhar Mbarak urges national government to prioritise youth employment,Omonogeri bwekaunti ya Lamu Azhar Mbarak orure okoboria ase eserekari enene koa abasae ribaga rieritang'ani ase ogotoka kwemeremo.,0.753846154,Spika wa Bunge la Wilaya ya Lamu Azhar Mbarak anaitaka serikali ya taifa kuamua kazi ya vijana
3738,Governance,Raila consultation drive: Raila holds meeting with leaders in Migori County. Raila urges government to resolve SHA challenges. Raila says Kenyans are suffering because of SHA crisis,Ogosanga Ebirengerio kwa Raila:Raila otwarire omosangererekano amo nabarai bekaunti ya migori. Raila orure okoboria ase eserekari enene gokora omochando obwateranetie omoroberio bw'obobwenia SHA erio gokeyia ogochandeka kwabanto asengecho yemechando obwateranetie omoroberio bw'obobwenia SHA.,,Raila consultation drive: Raila holds meeting with leaders in Migori County. Raila urges government to resolve SHA challenges. Raila says Kenyans are suffering because of SHA crisis,Ogosanga Ebirengerio kwa Raila:Raila otwarire omosangererekano amo nabarai bekaunti ya migori. Raila orure okoboria ase eserekari enene gokora omochando obwateranetie omoroberio bw'obobwenia SHA erio gokeyia ogochandeka kwabanto asengecho yemechando obwateranetie omoroberio bw'obobwenia SHA.,0.619863014,Raila kampeni ya ushauri: Raila ana mkutano na viongozi katika Kaunti ya Migori. Raila anaitaka serikali kutatua changamoto za SHA. Raila anasema Wakenya wanateseka kwa sababu ya mgogoro wa SHA
3739,Governance,Senator @scherargei urges Garissa County Government to stop sponsoring ordinary mwananchi to respond to him and Focus on Service Delivery and fulfilling Needs of Garissa Residents.,Omoseneta Cheragei orure okoboria ase eserekari yekaunti ya Garissa gotiga gotoma abamenyi koboria amaborio na goikerania obokoreri ase abamenyi bensemo eyuo.,,Senator @scherargei urges Garissa County Government to stop sponsoring ordinary mwananchi to respond to him and Focus on Service Delivery and fulfilling Needs of Garissa Residents.,Omoseneta Cheragei orure okoboria ase eserekari yekaunti ya Garissa gotiga gotoma abamenyi koboria amaborio na goikerania obokoreri ase abamenyi bensemo eyuo.,1.139240506,Seneta @scherargei anawahimiza Serikali ya Kaunti ya Garissa kuacha kuunga mkono mwananchi wa kawaida ili kumjibu na kuzingatia Utoaji wa Huduma na Kutimiza Mahitaji ya Wakazi wa Garissa.
3740,Governance,"Clergy on schools reopening: Clergy urges government to ensure safety of school children. 10 schools remain submerged in Budalangi, Busia County Odhiambo: Ensure children are safe as schools reopen",Abarandia korwa eberengerio biabo ase okoigorwa gwechisukuru: Abarandia baboririe eserekari koenekia abaorokigwa mbabwate oborendi boisaine. chisukuru ikomi ime ya budalangi ekaunti ya Busia nigo chiichire amache. Enekia abaorokigwa baenekerigwe oborendi obuya ekero bakoirana ase chisukuru nyuma yomotimoko. aya nigo ayateba Odhiambo.,,"Clergy on schools reopening: Clergy urges government to ensure safety of school children. 10 schools remain submerged in Budalangi, Busia County Odhiambo: Ensure children are safe as schools reopen",Abarandia korwa eberengerio biabo ase okoigorwa gwechisukuru: Abarandia baboririe eserekari koenekia abaorokigwa mbabwate oborendi boisaine. chisukuru ikomi ime ya budalangi ekaunti ya Busia nigo chiichire amache. Enekia abaorokigwa baenekerigwe oborendi obuya ekero bakoirana ase chisukuru nyuma yomotimoko. aya nigo ayateba Odhiambo.,0.588059701,"Waumini wa shule za kufunguliwa: Waumini wa dini wanaitaka serikali kuhakikisha usalama wa watoto wa shule. Shule 10 bado zimezama katika Budalangi, Busia County Odhiambo: Hakikisha watoto wako salama wakati shule zinafunguliwa tena"
3741,Governance,Nairobi county government urges land rates defaulters to pay up as it targets 30 billion in annual revenues,Eserekari yekaunti ya Nairobi yarure okoboria ase baria babwate chisira chiamaremo yekaunti goakana ase obwango erio koenekia Eserekari ngoikerania ere ekerenga kiaye kiebango guokonyora 30billion.,,Nairobi county government urges land rates defaulters to pay up as it targets 30 billion in annual revenues,Eserekari yekaunti ya Nairobi yarure okoboria ase baria babwate chisira chiamaremo yekaunti goakana ase obwango erio koenekia Eserekari ngoikerania ere ekerenga kiaye kiebango guokonyora 30billion.,0.543147208,Serikali ya wilaya ya Nairobi inawaalika wale ambao hawajalipia kodi za ardhi kulipa kwa kuwa inalenga mapato ya bilioni 30 kwa mwaka
3742,Governance,#VIDEO: Hon. Elijah Okupa (Kasilo County) urges @mofpedU to bring loans for approval in time to allow timely implementation of government projects. #PlenaryUg,#Esinema: Omosike elijah okupa (bw'ekaunti ya kasilo) orure okoboria ase @mofpedU goikerania okoboria gwechibesa chia singo ase chingaki chibwenerete erio koenekia ogoikeranigwa kwamagenderero ase chingaki chibwenerete.,,#VIDEO: Hon. Elijah Okupa (Kasilo County) urges @mofpedU to bring loans for approval in time to allow timely implementation of government projects. #PlenaryUg,#Esinema: Omosike elijah okupa (bw'ekaunti ya kasilo) orure okoboria ase @mofpedU goikerania okoboria gwechibesa chia singo ase chingaki chibwenerete erio koenekia ogoikeranigwa kwamagenderero ase chingaki chibwenerete.,0.721461187,#VIDEO: Hon. Elijah Okupa (Kasilo County) anawasihi @mofpedU kuleta mikopo kwa idhini kwa wakati ili kuwezesha utekelezaji wa wakati wa miradi ya serikali. #PlenaryUg
3743,Governance,Assistant County Commissioner Phebians Olungah sheds light on the Government's Promises on Education. He urges Kenyans to be realistic about their expectations.,omogambi omokonyi ase ekaunti phebias olungah obekire oboarabu ase chiira chieserekari ase ensemo yechisemi naboigo korwa okoboria ase abanto bonsi koba abaene ase amagani abo.,,Assistant County Commissioner Phebians Olungah sheds light on the Government's Promises on Education. He urges Kenyans to be realistic about their expectations.,omogambi omokonyi ase ekaunti phebias olungah obekire oboarabu ase chiira chieserekari ase ensemo yechisemi naboigo korwa okoboria ase abanto bonsi koba abaene ase amagani abo.,0.909090909,Naibu Kamishna wa Wilaya Phebians Olungah anaangazia ahadi za Serikali juu ya elimu. Anawahimiza Wakenya wawe wa kweli kuhusu matarajio yao.
3744,Governance,"Nairobi County Government, led by Geoffrey Mosiria warns of loud music in church Keshas, clubs, and bars. Urges citizens to report any incident of noise pollution","Eserekari yekaunti ya Nairobi gekorau na Geoffrey mosiria yarure ogokurera ogotindi ase chinsemo chiogosasima echio chikobugia ebinanda ase amariogi aigoro ekero bare ase amasabo yobotuko bwonsi, ebirabu amo nabaonia amarwa, koenekia nkobwatia bare amachiko yamariogi. orure okoboria ase abamenyi gwesokia nakobateba abatari kobwatia amachiko ayuo.",,"Nairobi County Government, led by Geoffrey Mosiria warns of loud music in church ""Keshas"", clubs, and bars. Urges citizens to report any incident of noise pollution","Eserekari yekaunti ya Nairobi gekorau na Geoffrey mosiria yarure ogokurera ogotindi ase chinsemo chiogosasima echio chikobugia ebinanda ase amariogi aigoro ekero bare ase amasabo yobotuko bwonsi, ebirabu amo nabaonia amarwa, koenekia nkobwatia bare amachiko yamariogi. orure okoboria ase abamenyi gwesokia nakobateba abatari kobwatia amachiko ayuo.",0.471264368,"Serikali ya Kaunti ya Nairobi inayoongozwa na Geoffrey Mosiria inaonya kuhusu muziki wenye kelele katika kanisa ""Keshas"", vilabu, na baa."
3745,Governance,"Principal Secretary for Public Health and Professionals Standards, Mary Muthoni, urges the county government to ensure that the programs and activities implemented by the ministry reach the common mwananchi. She specifically singles out the Community Health Volunteers, who act as the primary household referral persons. She highlights their training and kitting, enabling them to effectively address preventive health issues.","omoriki obotambe ase obochenu bwabanto bonsi noboenekia bwoboikerania, mary muthoni orure okoboria ase eserekari koekia ng'a emeroberio yonsi yeserekari ngoikera ere abanto baria bagotoka ase ebinyoro ime. onsingereire mono igoro yabakoreri baria bobochenu buokwerwa abwo bakoba buna oboraro egati yomonto onka amo nechinyagetari. otebire ase okobaa amasomo abene amo nakobaa ebibatungetie ase emeremo yabo nakobaakana eroo goikerania emeremo yabo yogotanga amarwaire ase ebinyoro.",,"Principal Secretary for Public Health and Professionals Standards, Mary Muthoni, urges the county government to ensure that the programs and activities implemented by the ministry reach the common mwananchi. She specifically singles out the Community Health Volunteers, who act as the primary household referral persons. She highlights their training and kitting, enabling them to effectively address preventive health issues.","omoriki obotambe ase obochenu bwabanto bonsi noboenekia bwoboikerania, mary muthoni orure okoboria ase eserekari koekia ng'a emeroberio yonsi yeserekari ngoikera ere abanto baria bagotoka ase ebinyoro ime. onsingereire mono igoro yabakoreri baria bobochenu buokwerwa abwo bakoba buna oboraro egati yomonto onka amo nechinyagetari. otebire ase okobaa amasomo abene amo nakobaa ebibatungetie ase emeremo yabo nakobaakana eroo goikerania emeremo yabo yogotanga amarwaire ase ebinyoro.",0.885654886,"Katibu Mkuu wa Afya ya Umma na Viwango vya Wataalamu, Mary Muthoni, anawahimiza serikali ya kaunti kuhakikisha kuwa programu na shughuli zinazotekelezwa na wizara hufikia mwananchi wa kawaida. Anaweka kando kwa uangalifu wajitoleaji wa afya wa jamii, ambao hufanya kama watu wa msingi wa kumbukumbu za kaya. Anaonyesha mafunzo na vifaa vyao, na kuwawezesha kukabiliana kwa ufanisi na maswala ya afya ya kuzuia."
3746,Governance,Governor Isiolo county urges residents to support the government and be ready for development and growth in the county,omogabana bw'ekaunti ya isiolo orure okoboria ase abamenyi gosira eserekari naboigo kwerwa ase amagenderero amo nogokina gwekaunti yabo.,,Governor Isiolo county urges residents to support the government and be ready for development and growth in the county,omogabana bw'ekaunti ya isiolo orure okoboria ase abamenyi gosira eserekari naboigo kwerwa ase amagenderero amo nogokina gwekaunti yabo.,0.867647059,Gavana Isiolo aliwahimiza wakazi wa wilaya hiyo kuunga mkono serikali na kuwa tayari kwa maendeleo na ukuaji wa wilaya hiyo
