PSA_ID,Domain,English,English_sw
EDU_02106,Education,State Department for Basic Education advises students in Tana River County to register early to secure allocation to access textbooks and learning materials.,
EDU_02107,Education,Notice: HELB opens applications for revision guides for learners in Migori County.,
EDU_02108,Education,Notice: KNEC opens applications for revision guides for learners in Marsabit County.,
EDU_02109,Education,Notice: KUCCPS opens applications for school laptops under the digital literacy programme for learners in Migori County.,
EDU_02110,Education,Teachers Service Commission announces distribution of scholarships for needy students to schools in Nakuru County this October.,
EDU_02111,Education,IEBC reminds needy students in Makueni County that scholarships for needy students applications close soon.,
EDU_02112,Education,Notice: IEBC opens applications for school laptops under the digital literacy programme for learners in Busia County.,
EDU_02113,Education,KUCCPS announces distribution of textbooks and learning materials to schools in Nandi County this December.,
EDU_02114,Education,Kenya Institute of Curriculum Development announces distribution of textbooks and learning materials to schools in Nyamira County this May.,
EDU_02115,Education,IEBC reminds needy students in Garissa County that textbooks and learning materials applications close soon.,
EDU_02116,Education,KMTC advises students in Marsabit County to apply through the online scholarship portal to access scholarships for needy students.,
EDU_02117,Education,HELB advises students in Bungoma County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_02118,Education,Kenya Institute of Curriculum Development advises students in Samburu County to collect materials from the county education office to access school laptops under the digital literacy programme.,
EDU_02119,Education,Notice: IEBC opens applications for scholarships for needy students for learners in Kwale County.,
EDU_02120,Education,KNEC announces distribution of scholarships for needy students to schools in Nairobi County this July.,
EDU_02121,Education,Notice: TSC opens applications for revision guides for learners in Taita-Taveta County.,
EDU_02122,Education,HELB reminds needy students in Narok County that free digital learning content applications close soon.,
EDU_02123,Education,State Department for Basic Education announces distribution of textbooks and learning materials to schools in Mombasa County this March.,
EDU_02124,Education,Ministry of Education advises students in Laikipia County to register early to secure allocation to access scholarships for needy students.,
EDU_02125,Education,Notice: TVET opens applications for revision guides for learners in Turkana County.,
EDU_02126,Education,Kenya Institute of Curriculum Development advises students in Uasin Gishu County to collect materials from the county education office to access school laptops under the digital literacy programme.,
EDU_02127,Education,HELB advises students in Busia County to register early to secure allocation to access scholarships for needy students.,
EDU_02128,Education,Notice: HELB opens applications for school laptops under the digital literacy programme for learners in Kitui County.,
EDU_02129,Education,IEBC advises students in Mandera County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_02130,Education,TVET advises students in Uasin Gishu County to apply through the online scholarship portal to access revision guides.,
EDU_02131,Education,KMTC announces distribution of free digital learning content to schools in Turkana County this February.,
EDU_02132,Education,KUCCPS announces distribution of school laptops under the digital literacy programme to schools in Samburu County this January.,
EDU_02133,Education,Teachers Service Commission reminds needy students in Isiolo County that scholarships for needy students applications close soon.,
EDU_02134,Education,KICD advises students in Siaya County to collect materials from the county education office to access revision guides.,
EDU_02135,Education,Teachers Service Commission reminds needy students in Kiambu County that school laptops under the digital literacy programme applications close soon.,
EDU_02136,Education,State Department for Basic Education announces distribution of textbooks and learning materials to schools in Turkana County this August.,
EDU_02137,Education,Ministry of Education announces distribution of free digital learning content to schools in Turkana County this March.,
EDU_02138,Education,TSC advises students in Bomet County to apply through the online scholarship portal to access textbooks and learning materials.,
EDU_02139,Education,Notice: Ministry of Education opens applications for textbooks and learning materials for learners in Laikipia County.,
EDU_02140,Education,Kenya Institute of Curriculum Development advises students in Nandi County to apply through the online scholarship portal to access free digital learning content.,
EDU_02141,Education,HELB reminds needy students in Nyandarua County that scholarships for needy students applications close soon.,
EDU_02142,Education,Notice: Ministry of Education opens applications for school laptops under the digital literacy programme for learners in Isiolo County.,
EDU_02143,Education,Notice: TVET opens applications for free digital learning content for learners in Siaya County.,
EDU_02144,Education,State Department for TVET advises students in Kericho County to apply through the online scholarship portal to access free digital learning content.,
EDU_02145,Education,Kenya Institute of Curriculum Development announces distribution of free digital learning content to schools in Marsabit County this March.,
EDU_02146,Education,TSC reminds needy students in Isiolo County that revision guides applications close soon.,
EDU_02147,Education,Notice: State Department for Basic Education opens applications for revision guides for learners in Meru County.,
EDU_02148,Education,Notice: TVET opens applications for textbooks and learning materials for learners in Uasin Gishu County.,
EDU_02149,Education,HELB advises students in Lamu County to register early to secure allocation to access revision guides.,
EDU_02150,Education,State Department for Basic Education reminds needy students in Wajir County that scholarships for needy students applications close soon.,
EDU_02151,Education,Teachers Service Commission reminds needy students in Busia County that textbooks and learning materials applications close soon.,
EDU_02152,Education,HELB advises students in Mombasa County to register early to secure allocation to access revision guides.,
EDU_02153,Education,Teachers Service Commission announces distribution of revision guides to schools in Elgeyo-Marakwet County this January.,
EDU_02154,Education,Notice: TSC opens applications for free digital learning content for learners in Baringo County.,
EDU_02155,Education,Teachers Service Commission advises students in Nairobi County to apply through the online scholarship portal to access free digital learning content.,
EDU_02156,Education,Ministry of Education announces distribution of revision guides to schools in Nandi County this September.,
EDU_02157,Education,Kenya Institute of Curriculum Development reminds needy students in Kisumu County that revision guides applications close soon.,
EDU_02158,Education,State Department for Basic Education reminds needy students in Kiambu County that revision guides applications close soon.,
EDU_02159,Education,Notice: Ministry of Education opens applications for revision guides for learners in Vihiga County.,
EDU_02160,Education,KNEC announces distribution of scholarships for needy students to schools in Kiambu County this January.,
EDU_02161,Education,KUCCPS reminds needy students in Machakos County that school laptops under the digital literacy programme applications close soon.,
EDU_02162,Education,Notice: KICD opens applications for school laptops under the digital literacy programme for learners in Trans Nzoia County.,
EDU_02163,Education,Universities Fund advises students in Elgeyo-Marakwet County to register early to secure allocation to access free digital learning content.,
EDU_02164,Education,KNEC announces distribution of free digital learning content to schools in Kisii County this March.,
EDU_02165,Education,Notice: Teachers Service Commission opens applications for revision guides for learners in Kitui County.,
EDU_02166,Education,Notice: Teachers Service Commission opens applications for free digital learning content for learners in Homa Bay County.,
EDU_02167,Education,Notice: State Department for TVET opens applications for school laptops under the digital literacy programme for learners in Marsabit County.,
EDU_02168,Education,KNEC reminds needy students in Homa Bay County that scholarships for needy students applications close soon.,
EDU_02169,Education,KMTC advises students in Kakamega County to collect materials from the county education office to access free digital learning content.,
EDU_02170,Education,Kenya Institute of Curriculum Development reminds needy students in Makueni County that school laptops under the digital literacy programme applications close soon.,
EDU_02171,Education,TVET reminds needy students in Narok County that scholarships for needy students applications close soon.,
EDU_02172,Education,Notice: Kenya Institute of Curriculum Development opens applications for free digital learning content for learners in Nyandarua County.,
EDU_02173,Education,Ministry of Education announces distribution of school laptops under the digital literacy programme to schools in Trans Nzoia County this November.,
EDU_02174,Education,KICD reminds needy students in Marsabit County that scholarships for needy students applications close soon.,
EDU_02175,Education,Universities Fund announces distribution of textbooks and learning materials to schools in Nandi County this October.,
EDU_02176,Education,Universities Fund reminds needy students in Busia County that textbooks and learning materials applications close soon.,
EDU_02177,Education,Kenya Institute of Curriculum Development reminds needy students in Tana River County that textbooks and learning materials applications close soon.,
EDU_02178,Education,Notice: TVET opens applications for school laptops under the digital literacy programme for learners in Embu County.,
EDU_02179,Education,Notice: State Department for Basic Education opens applications for revision guides for learners in Migori County.,
EDU_02180,Education,KNEC advises students in Machakos County to apply through the online scholarship portal to access revision guides.,
EDU_02181,Education,Notice: Kenya Institute of Curriculum Development opens applications for free digital learning content for learners in Mombasa County.,
EDU_02182,Education,KICD reminds needy students in Vihiga County that school laptops under the digital literacy programme applications close soon.,
EDU_02183,Education,Notice: TSC opens applications for scholarships for needy students for learners in Narok County.,
EDU_02184,Education,Teachers Service Commission reminds needy students in Vihiga County that school laptops under the digital literacy programme applications close soon.,
EDU_02185,Education,Teachers Service Commission advises students in Tana River County to collect materials from the county education office to access textbooks and learning materials.,
EDU_02186,Education,State Department for Basic Education advises students in Nakuru County to collect materials from the county education office to access textbooks and learning materials.,
EDU_02187,Education,Kenya Institute of Curriculum Development reminds needy students in Meru County that textbooks and learning materials applications close soon.,
EDU_02188,Education,Ministry of Education advises students in Kwale County to collect materials from the county education office to access scholarships for needy students.,
EDU_02189,Education,Notice: Teachers Service Commission opens applications for scholarships for needy students for learners in Vihiga County.,
EDU_02190,Education,KUCCPS advises students in Nyamira County to collect materials from the county education office to access textbooks and learning materials.,
EDU_02191,Education,State Department for TVET reminds needy students in Kwale County that revision guides applications close soon.,
EDU_02192,Education,KMTC announces distribution of revision guides to schools in Kiambu County this August.,
EDU_02193,Education,State Department for TVET advises students in Kisumu County to register early to secure allocation to access free digital learning content.,
EDU_02194,Education,Ministry of Education advises students in Tharaka-Nithi County to apply through the online scholarship portal to access free digital learning content.,
EDU_02195,Education,State Department for Basic Education reminds needy students in Kisumu County that textbooks and learning materials applications close soon.,
EDU_02196,Education,Notice: State Department for TVET opens applications for scholarships for needy students for learners in Nairobi County.,
EDU_02197,Education,KMTC reminds needy students in Nairobi County that free digital learning content applications close soon.,
EDU_02198,Education,Teachers Service Commission reminds needy students in Kilifi County that free digital learning content applications close soon.,
EDU_02199,Education,Kenya Institute of Curriculum Development announces distribution of free digital learning content to schools in Nyandarua County this July.,
EDU_02200,Education,Notice: Teachers Service Commission opens applications for school laptops under the digital literacy programme for learners in Machakos County.,
EDU_02201,Education,Ministry of Education announces distribution of revision guides to schools in Nyandarua County this December.,
EDU_02202,Education,IEBC announces distribution of scholarships for needy students to schools in Homa Bay County this August.,
EDU_02203,Education,Notice: HELB opens applications for school laptops under the digital literacy programme for learners in Samburu County.,
EDU_02204,Education,KICD announces distribution of school laptops under the digital literacy programme to schools in Nairobi County this November.,
EDU_02205,Education,Universities Fund advises students in Kisii County to apply through the online scholarship portal to access school laptops under the digital literacy programme.,
EDU_02206,Education,State Department for Basic Education announces distribution of school laptops under the digital literacy programme to schools in Laikipia County this December.,
EDU_02207,Education,Notice: KMTC opens applications for scholarships for needy students for learners in Mombasa County.,
EDU_02208,Education,Notice: State Department for Basic Education opens applications for school laptops under the digital literacy programme for learners in Narok County.,
EDU_02209,Education,Universities Fund announces distribution of revision guides to schools in Marsabit County this May.,
EDU_02210,Education,KNEC reminds needy students in Lamu County that textbooks and learning materials applications close soon.,
EDU_02211,Education,Universities Fund reminds needy students in West Pokot County that free digital learning content applications close soon.,
EDU_02212,Education,Notice: TSC opens applications for revision guides for learners in Nairobi County.,
EDU_02213,Education,KUCCPS reminds needy students in Uasin Gishu County that scholarships for needy students applications close soon.,
EDU_02214,Education,TSC advises students in Siaya County to apply through the online scholarship portal to access textbooks and learning materials.,
EDU_02215,Education,TVET advises students in Vihiga County to apply through the online scholarship portal to access textbooks and learning materials.,
EDU_02216,Education,Notice: TVET opens applications for school laptops under the digital literacy programme for learners in Kwale County.,
EDU_02217,Education,HELB announces distribution of free digital learning content to schools in Mandera County this November.,
EDU_02218,Education,Notice: IEBC opens applications for scholarships for needy students for learners in Nyandarua County.,
EDU_02219,Education,Notice: State Department for TVET opens applications for free digital learning content for learners in Baringo County.,
EDU_02220,Education,Notice: KMTC opens applications for free digital learning content for learners in Homa Bay County.,
EDU_02221,Education,KICD reminds needy students in Kisii County that school laptops under the digital literacy programme applications close soon.,
EDU_02222,Education,KNEC announces distribution of revision guides to schools in Murang'a County this July.,
EDU_02223,Education,TVET advises students in Taita-Taveta County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_02224,Education,Notice: State Department for Basic Education opens applications for school laptops under the digital literacy programme for learners in Nandi County.,
EDU_02225,Education,Teachers Service Commission reminds needy students in Homa Bay County that school laptops under the digital literacy programme applications close soon.,
EDU_02226,Education,Notice: KMTC opens applications for school laptops under the digital literacy programme for learners in Laikipia County.,
EDU_02227,Education,State Department for TVET reminds needy students in Makueni County that school laptops under the digital literacy programme applications close soon.,
EDU_02228,Education,Universities Fund announces distribution of free digital learning content to schools in Turkana County this March.,
EDU_02229,Education,Notice: KMTC opens applications for revision guides for learners in Kisumu County.,
EDU_02230,Education,KNEC reminds needy students in Kiambu County that textbooks and learning materials applications close soon.,
EDU_02231,Education,Kenya Institute of Curriculum Development announces distribution of scholarships for needy students to schools in West Pokot County this January.,
EDU_02232,Education,KUCCPS reminds needy students in Baringo County that scholarships for needy students applications close soon.,
EDU_02233,Education,Notice: KUCCPS opens applications for school laptops under the digital literacy programme for learners in Isiolo County.,
EDU_02234,Education,KICD announces distribution of scholarships for needy students to schools in Kisii County this September.,
EDU_02235,Education,State Department for TVET announces distribution of revision guides to schools in Bungoma County this March.,
EDU_02236,Education,Teachers Service Commission reminds needy students in Migori County that revision guides applications close soon.,
EDU_02237,Education,Teachers Service Commission reminds needy students in Migori County that free digital learning content applications close soon.,
EDU_02238,Education,State Department for TVET announces distribution of scholarships for needy students to schools in Laikipia County this March.,
EDU_02239,Education,KMTC reminds needy students in Elgeyo-Marakwet County that revision guides applications close soon.,
EDU_02240,Education,HELB announces distribution of scholarships for needy students to schools in Isiolo County this February.,
EDU_02241,Education,Ministry of Education advises students in Tharaka-Nithi County to register early to secure allocation to access revision guides.,
EDU_02242,Education,TVET advises students in Machakos County to apply through the online scholarship portal to access free digital learning content.,
EDU_02243,Education,TSC announces distribution of free digital learning content to schools in Narok County this May.,
EDU_02244,Education,State Department for Basic Education reminds needy students in Makueni County that revision guides applications close soon.,
EDU_02245,Education,Notice: State Department for Basic Education opens applications for scholarships for needy students for learners in Kajiado County.,
EDU_02246,Education,Notice: KUCCPS opens applications for scholarships for needy students for learners in Kisii County.,
EDU_02247,Education,TVET advises students in Trans Nzoia County to apply through the online scholarship portal to access scholarships for needy students.,
EDU_02248,Education,Notice: HELB opens applications for school laptops under the digital literacy programme for learners in Uasin Gishu County.,
EDU_02249,Education,Notice: State Department for Basic Education opens applications for revision guides for learners in Baringo County.,
EDU_02250,Education,State Department for Basic Education advises students in Lamu County to register early to secure allocation to access revision guides.,
EDU_02251,Education,KICD advises students in Narok County to register early to secure allocation to access free digital learning content.,
EDU_02252,Education,State Department for Basic Education advises students in Turkana County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_02253,Education,HELB reminds needy students in Homa Bay County that revision guides applications close soon.,
EDU_02254,Education,Notice: IEBC opens applications for scholarships for needy students for learners in Kericho County.,
EDU_02255,Education,Kenya Institute of Curriculum Development announces distribution of textbooks and learning materials to schools in Kisumu County this September.,
EDU_02256,Education,Notice: KICD opens applications for free digital learning content for learners in Samburu County.,
EDU_02257,Education,Teachers Service Commission announces distribution of scholarships for needy students to schools in Elgeyo-Marakwet County this March.,
EDU_02258,Education,TVET reminds needy students in Kirinyaga County that school laptops under the digital literacy programme applications close soon.,
EDU_02259,Education,IEBC reminds needy students in Isiolo County that textbooks and learning materials applications close soon.,
EDU_02260,Education,State Department for TVET advises students in Kajiado County to collect materials from the county education office to access free digital learning content.,
EDU_02261,Education,HELB reminds needy students in Elgeyo-Marakwet County that revision guides applications close soon.,
EDU_02262,Education,TSC announces distribution of school laptops under the digital literacy programme to schools in Mombasa County this March.,
EDU_02263,Education,TVET announces distribution of revision guides to schools in Tana River County this November.,
EDU_02264,Education,Notice: KMTC opens applications for textbooks and learning materials for learners in Nairobi County.,
EDU_02265,Education,HELB announces distribution of school laptops under the digital literacy programme to schools in Kericho County this November.,
EDU_02266,Education,TSC advises students in Mandera County to register early to secure allocation to access scholarships for needy students.,
EDU_02267,Education,TVET announces distribution of scholarships for needy students to schools in Kilifi County this November.,
EDU_02268,Education,Notice: IEBC opens applications for scholarships for needy students for learners in Samburu County.,
EDU_02269,Education,Notice: State Department for TVET opens applications for textbooks and learning materials for learners in Kisii County.,
EDU_02270,Education,TSC announces distribution of school laptops under the digital literacy programme to schools in Trans Nzoia County this June.,
EDU_02271,Education,KICD advises students in Turkana County to apply through the online scholarship portal to access revision guides.,
EDU_02272,Education,Notice: HELB opens applications for school laptops under the digital literacy programme for learners in Nairobi County.,
EDU_02273,Education,State Department for Basic Education advises students in Machakos County to apply through the online scholarship portal to access revision guides.,
EDU_02274,Education,Notice: Ministry of Education opens applications for school laptops under the digital literacy programme for learners in Machakos County.,
EDU_02275,Education,Notice: State Department for Basic Education opens applications for scholarships for needy students for learners in Bungoma County.,
EDU_02276,Education,KICD announces distribution of free digital learning content to schools in Nyandarua County this March.,
EDU_02277,Education,KNEC advises students in Kajiado County to collect materials from the county education office to access textbooks and learning materials.,
EDU_02278,Education,Kenya Institute of Curriculum Development announces distribution of free digital learning content to schools in Nyandarua County this June.,
EDU_02279,Education,IEBC advises students in Machakos County to apply through the online scholarship portal to access revision guides.,
EDU_02280,Education,Ministry of Education reminds needy students in Mandera County that scholarships for needy students applications close soon.,
EDU_02281,Education,KNEC announces distribution of free digital learning content to schools in Tharaka-Nithi County this February.,
EDU_02282,Education,Kenya Institute of Curriculum Development announces distribution of revision guides to schools in Laikipia County this February.,
EDU_02283,Education,HELB advises students in Migori County to apply through the online scholarship portal to access textbooks and learning materials.,
EDU_02284,Education,Kenya Institute of Curriculum Development reminds needy students in Siaya County that textbooks and learning materials applications close soon.,
EDU_02285,Education,State Department for TVET reminds needy students in Turkana County that scholarships for needy students applications close soon.,
EDU_02286,Education,State Department for TVET reminds needy students in Lamu County that textbooks and learning materials applications close soon.,
EDU_02287,Education,State Department for Basic Education reminds needy students in Laikipia County that scholarships for needy students applications close soon.,
EDU_02288,Education,Notice: KNEC opens applications for scholarships for needy students for learners in Bomet County.,
EDU_02289,Education,TSC reminds needy students in Meru County that school laptops under the digital literacy programme applications close soon.,
EDU_02290,Education,TSC reminds needy students in Kiambu County that textbooks and learning materials applications close soon.,
EDU_02291,Education,Teachers Service Commission advises students in Kakamega County to register early to secure allocation to access textbooks and learning materials.,
EDU_02292,Education,Notice: KUCCPS opens applications for free digital learning content for learners in Baringo County.,
EDU_02293,Education,TSC advises students in Turkana County to apply through the online scholarship portal to access free digital learning content.,
EDU_02294,Education,Notice: KMTC opens applications for textbooks and learning materials for learners in Kitui County.,
EDU_02295,Education,State Department for TVET announces distribution of revision guides to schools in Isiolo County this August.,
EDU_02296,Education,Notice: Universities Fund opens applications for school laptops under the digital literacy programme for learners in Meru County.,
EDU_02297,Education,HELB reminds needy students in Embu County that revision guides applications close soon.,
EDU_02298,Education,KMTC announces distribution of revision guides to schools in Mandera County this October.,
EDU_02299,Education,HELB announces distribution of revision guides to schools in Nandi County this February.,
EDU_02300,Education,KUCCPS announces distribution of revision guides to schools in Nandi County this June.,
EDU_02301,Education,TVET advises students in Kisii County to collect materials from the county education office to access scholarships for needy students.,
EDU_02302,Education,KNEC announces distribution of free digital learning content to schools in Meru County this February.,
EDU_02303,Education,KICD reminds needy students in Meru County that free digital learning content applications close soon.,
EDU_02304,Education,KMTC reminds needy students in Kisumu County that scholarships for needy students applications close soon.,
EDU_02305,Education,Ministry of Education announces distribution of scholarships for needy students to schools in Mombasa County this December.,
EDU_02306,Education,Notice: HELB opens applications for textbooks and learning materials for learners in Trans Nzoia County.,
EDU_02307,Education,KNEC reminds needy students in Nyeri County that textbooks and learning materials applications close soon.,
EDU_02308,Education,IEBC advises students in Kakamega County to apply through the online scholarship portal to access revision guides.,
EDU_02309,Education,Notice: KUCCPS opens applications for free digital learning content for learners in Isiolo County.,
EDU_02310,Education,Kenya Institute of Curriculum Development announces distribution of textbooks and learning materials to schools in Siaya County this March.,
EDU_02311,Education,State Department for TVET reminds needy students in Nyamira County that textbooks and learning materials applications close soon.,
EDU_02312,Education,Universities Fund reminds needy students in Murang'a County that school laptops under the digital literacy programme applications close soon.,
EDU_02313,Education,Ministry of Education announces distribution of textbooks and learning materials to schools in Bungoma County this April.,
EDU_02314,Education,Notice: HELB opens applications for free digital learning content for learners in Kilifi County.,
EDU_02315,Education,Ministry of Education announces distribution of textbooks and learning materials to schools in Homa Bay County this July.,
EDU_02316,Education,State Department for Basic Education advises students in Narok County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_02317,Education,Kenya Institute of Curriculum Development reminds needy students in Kiambu County that school laptops under the digital literacy programme applications close soon.,
EDU_02318,Education,Notice: Universities Fund opens applications for school laptops under the digital literacy programme for learners in Uasin Gishu County.,
EDU_02319,Education,Universities Fund advises students in Homa Bay County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_02320,Education,HELB announces distribution of school laptops under the digital literacy programme to schools in Nyeri County this May.,
EDU_02321,Education,HELB advises students in Meru County to collect materials from the county education office to access scholarships for needy students.,
EDU_02322,Education,Notice: KICD opens applications for revision guides for learners in Homa Bay County.,
EDU_02323,Education,Notice: KMTC opens applications for scholarships for needy students for learners in Lamu County.,
EDU_02324,Education,IEBC reminds needy students in Tharaka-Nithi County that free digital learning content applications close soon.,
EDU_02325,Education,State Department for Basic Education reminds needy students in Nakuru County that scholarships for needy students applications close soon.,
EDU_02326,Education,KMTC announces distribution of free digital learning content to schools in Narok County this June.,
EDU_02327,Education,State Department for TVET reminds needy students in Kakamega County that school laptops under the digital literacy programme applications close soon.,
EDU_02328,Education,Notice: IEBC opens applications for revision guides for learners in Kakamega County.,
EDU_02329,Education,State Department for Basic Education reminds needy students in Uasin Gishu County that free digital learning content applications close soon.,
EDU_02330,Education,IEBC advises students in Kitui County to apply through the online scholarship portal to access scholarships for needy students.,
EDU_02331,Education,TVET advises students in Trans Nzoia County to register early to secure allocation to access scholarships for needy students.,
EDU_02332,Education,Notice: KICD opens applications for free digital learning content for learners in Mandera County.,
EDU_02333,Education,KUCCPS advises students in Mandera County to register early to secure allocation to access free digital learning content.,
EDU_02334,Education,Notice: State Department for Basic Education opens applications for revision guides for learners in Turkana County.,
EDU_02335,Education,Notice: KMTC opens applications for school laptops under the digital literacy programme for learners in Nairobi County.,
EDU_02336,Education,HELB advises students in Nakuru County to apply through the online scholarship portal to access school laptops under the digital literacy programme.,
EDU_02337,Education,Notice: TSC opens applications for school laptops under the digital literacy programme for learners in Nyeri County.,
EDU_02338,Education,Notice: HELB opens applications for revision guides for learners in Tana River County.,
EDU_02339,Education,Ministry of Education reminds needy students in Kericho County that textbooks and learning materials applications close soon.,
EDU_02340,Education,KUCCPS reminds needy students in Meru County that revision guides applications close soon.,
EDU_02341,Education,TSC advises students in Kwale County to collect materials from the county education office to access textbooks and learning materials.,
EDU_02342,Education,KNEC advises students in Homa Bay County to apply through the online scholarship portal to access revision guides.,
EDU_02343,Education,TVET advises students in Siaya County to apply through the online scholarship portal to access free digital learning content.,
EDU_02344,Education,Notice: TVET opens applications for revision guides for learners in Trans Nzoia County.,
EDU_02345,Education,Notice: Ministry of Education opens applications for revision guides for learners in Baringo County.,
EDU_02346,Education,Notice: HELB opens applications for revision guides for learners in Bungoma County.,
EDU_02347,Education,Universities Fund reminds needy students in Embu County that scholarships for needy students applications close soon.,
EDU_02348,Education,State Department for TVET reminds needy students in Baringo County that revision guides applications close soon.,
EDU_02349,Education,Ministry of Education announces distribution of textbooks and learning materials to schools in Nandi County this September.,
EDU_02350,Education,Notice: KNEC opens applications for school laptops under the digital literacy programme for learners in Trans Nzoia County.,
EDU_02351,Education,TVET reminds needy students in Kirinyaga County that revision guides applications close soon.,
EDU_02352,Education,State Department for TVET advises students in Migori County to register early to secure allocation to access revision guides.,
EDU_02353,Education,Notice: HELB opens applications for revision guides for learners in Kajiado County.,
EDU_02354,Education,KICD advises students in Turkana County to register early to secure allocation to access free digital learning content.,
EDU_02355,Education,Notice: State Department for Basic Education opens applications for scholarships for needy students for learners in Vihiga County.,
EDU_02356,Education,KUCCPS reminds needy students in Kakamega County that textbooks and learning materials applications close soon.,
EDU_02357,Education,State Department for TVET reminds needy students in Kakamega County that textbooks and learning materials applications close soon.,
EDU_02358,Education,State Department for Basic Education advises students in Nandi County to collect materials from the county education office to access textbooks and learning materials.,
EDU_02359,Education,KICD advises students in Kirinyaga County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_02360,Education,Kenya Institute of Curriculum Development advises students in Tana River County to collect materials from the county education office to access scholarships for needy students.,
EDU_02361,Education,HELB advises students in Migori County to collect materials from the county education office to access textbooks and learning materials.,
EDU_02362,Education,Notice: State Department for TVET opens applications for free digital learning content for learners in Uasin Gishu County.,
EDU_02363,Education,State Department for Basic Education announces distribution of revision guides to schools in Garissa County this May.,
EDU_02364,Education,TSC reminds needy students in Kericho County that school laptops under the digital literacy programme applications close soon.,
EDU_02365,Education,KUCCPS reminds needy students in Narok County that school laptops under the digital literacy programme applications close soon.,
EDU_02366,Education,TVET reminds needy students in Isiolo County that scholarships for needy students applications close soon.,
EDU_02367,Education,Notice: Ministry of Education opens applications for revision guides for learners in Machakos County.,
EDU_02368,Education,Notice: TSC opens applications for revision guides for learners in Kajiado County.,
EDU_02369,Education,Notice: State Department for TVET opens applications for scholarships for needy students for learners in Taita-Taveta County.,
EDU_02370,Education,Notice: Ministry of Education opens applications for textbooks and learning materials for learners in Bomet County.,
EDU_02371,Education,KMTC advises students in Garissa County to register early to secure allocation to access textbooks and learning materials.,
EDU_02372,Education,TSC announces distribution of textbooks and learning materials to schools in Trans Nzoia County this October.,
EDU_02373,Education,Notice: Kenya Institute of Curriculum Development opens applications for free digital learning content for learners in Uasin Gishu County.,
EDU_02374,Education,KICD advises students in Embu County to register early to secure allocation to access school laptops under the digital literacy programme.,
EDU_02375,Education,KICD advises students in Busia County to apply through the online scholarship portal to access free digital learning content.,
EDU_02376,Education,KUCCPS advises students in Kwale County to apply through the online scholarship portal to access school laptops under the digital literacy programme.,
EDU_02377,Education,Universities Fund announces distribution of free digital learning content to schools in West Pokot County this March.,
EDU_02378,Education,KICD announces distribution of revision guides to schools in Marsabit County this April.,
EDU_02379,Education,State Department for Basic Education announces distribution of free digital learning content to schools in Marsabit County this April.,
EDU_02380,Education,HELB advises students in Trans Nzoia County to register early to secure allocation to access textbooks and learning materials.,
EDU_02381,Education,KNEC announces distribution of revision guides to schools in Mombasa County this October.,
EDU_02382,Education,TSC advises students in Isiolo County to apply through the online scholarship portal to access free digital learning content.,
EDU_02383,Education,TSC advises students in Bomet County to collect materials from the county education office to access school laptops under the digital literacy programme.,
EDU_02384,Education,Ministry of Education advises students in Wajir County to collect materials from the county education office to access revision guides.,
EDU_02385,Education,KMTC announces distribution of school laptops under the digital literacy programme to schools in Machakos County this February.,
EDU_02386,Education,KICD reminds needy students in Murang'a County that revision guides applications close soon.,
EDU_02387,Education,Ministry of Education announces distribution of free digital learning content to schools in Kisii County this January.,
EDU_02388,Education,Kenya Institute of Curriculum Development announces distribution of textbooks and learning materials to schools in Samburu County this June.,
EDU_02389,Education,KNEC advises students in Kirinyaga County to collect materials from the county education office to access textbooks and learning materials.,
EDU_02390,Education,Teachers Service Commission advises students in Narok County to collect materials from the county education office to access free digital learning content.,
EDU_02391,Education,State Department for Basic Education announces distribution of school laptops under the digital literacy programme to schools in Nyeri County this December.,
EDU_02392,Education,Notice: State Department for TVET opens applications for free digital learning content for learners in Busia County.,
EDU_02393,Education,KICD reminds needy students in Tana River County that revision guides applications close soon.,
EDU_02394,Education,Ministry of Education reminds needy students in Mandera County that textbooks and learning materials applications close soon.,
EDU_02395,Education,Ministry of Education advises students in Makueni County to register early to secure allocation to access free digital learning content.,
EDU_02396,Education,KICD advises students in Nairobi County to apply through the online scholarship portal to access revision guides.,
EDU_02397,Education,KNEC advises students in Siaya County to register early to secure allocation to access revision guides.,
EDU_02398,Education,KUCCPS announces distribution of free digital learning content to schools in Embu County this March.,
EDU_02399,Education,KICD reminds needy students in Migori County that free digital learning content applications close soon.,
EDU_02400,Education,Notice: KMTC opens applications for textbooks and learning materials for learners in Bungoma County.,
EDU_02401,Education,KNEC urges parents and teachers in Kisii County to support inclusive learning environments.,
EDU_02402,Education,KUCCPS urges parents and teachers in Migori County to reach out to the child helpline 116.,
EDU_02403,Education,IEBC urges parents and teachers in Nandi County to report any safety concerns to the school administration.,
EDU_02404,Education,Notice: KUCCPS launches an inclusion of learners with disabilities programme in schools across Kisumu County.,
EDU_02405,Education,HELB reminds schools in Wajir County to strengthen child protection in schools this February.,
EDU_02406,Education,TVET calls on the community in Turkana County to reach out to the child helpline 116 to keep schools safe.,
